skola,predmet,obor,typ,konali,neuspeli,volba,prumer,odchylka
Základní škola německo-českého porozumění a Gymnázium Thomase Manna. o.p.s.,Anglický jazyk,Gymnázium 8 leté,Didaktický test,9,0,56.3,89.2,3.9
Gymnázium mezinárodních a veřejných vztahů Praha s.r.o,Anglický jazyk,Gymnázium 8 leté,Didaktický test,25,0,92.9,90.1,4.8
,Anglický jazyk,Gymnázium 8 leté,Didaktický test,14,0,93.8,78.9,7.7
Obchodní akademie. Praha 1. Dušní 7,Anglický jazyk,Lyceum,Didaktický test,16,0,66.7,70.9,10.0
Českoslovanská akademie obchodní Dr. Edvarda Beneše. střední odborná škola. Praha 2. Resslova 8,Anglický jazyk,Lyceum,Didaktický test,88,0,88.7,62.7,12.6
Obchodní akademie Vinohradská,Anglický jazyk,Lyceum,Didaktický test,22,0,91.7,78.1,5.9
Vyšší odborná škola ekonomických studií a Střední průmyslová škola potravinářských technologií. Praha 2. Podskalská 10,Anglický jazyk,Lyceum,Didaktický test,14,0,69.6,68.4,16.0
Obchodní akademie. Praha 3. Kubelíkova 37,Anglický jazyk,Lyceum,Didaktický test,21,0,96.0,54.8,14.2
Evangelická akademie - Vyšší odborná škola sociální práce a střední odborná škola,Anglický jazyk,Lyceum,Didaktický test,11,0,100.0,63.1,14.1
Smíchovská střední průmyslová škola. Praha 5. Preslova 25,Anglický jazyk,Lyceum,Didaktický test,8,0,33.3,79.5,5.1
Obchodní akademie. Praha 6. Krupkovo náměstí 4,Anglický jazyk,Lyceum,Didaktický test,32,0,91.4,78.6,9.4
Vyšší odborná škola pedagogická a sociální. Střední odborná škola pedagogická a Gymnázium. Praha 6. Evropská 33,Anglický jazyk,Lyceum,Didaktický test,26,0,100.0,70.4,10.1
Střední průmyslová škola. Praha 10. Na Třebešíně 2299,Anglický jazyk,Lyceum,Didaktický test,6,0,46.7,69.4,4.4
Obchodní akademie. Praha 10. Heroldovy sady 1,Anglický jazyk,Lyceum,Didaktický test,63,0,100.0,75.6,10.4
Střední pedagogická škola Futurum. s.r.o.,Anglický jazyk,Lyceum,Didaktický test,6,1,100.0,50.6,17.6
Vyšší odborná škola zdravotnická a Střední zdravotnická škola. Praha 4. 5. května 51,Anglický jazyk,Lyceum,Didaktický test,39,0,100.0,62.5,12.5
Střední zdravotnická škola,Anglický jazyk,Lyceum,Didaktický test,20,0,92.0,72.1,10.7
Střední škola - Waldorfské lyceum,Anglický jazyk,Lyceum,Didaktický test,23,0,92.3,72.3,9.8
,Anglický jazyk,Lyceum,Didaktický test,3,0,44.4,78.5,7.6
Českoslovanská akademie obchodní. střední odborná škola. Praha 2. Resslova 5,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,4,1,100.0,29.7,30.5
Střední škola obchodní,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,27,10,84.6,30.2,21.1
Střední odborné učiliště kadeřnické. Praha 8. Karlínské náměstí 8/225,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,13,4,87.5,13.8,6.7
Střední škola gastronomická a hotelová s.r.o.,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,64,9,73.6,38.1,17.1
Střední škola managementu a služeb a Základní škola s.r.o.,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,1,0,100.0,43.5,
Soukromé střední odborné učiliště kadeřnické Praha 2. s.r.o.,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,15,1,90.5,38.8,14.7
Střední odborné učiliště potravinářské. Praha 4 - Písnice. Libušská 320/111,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,8,0,88.2,79.1,4.5
Střední škola dostihového sportu a jezdectví,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,5,1,45.5,37.3,15.2
Střední škola umělecká a řemeslná,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,11,1,51.9,38.3,16.9
Střední průmyslová škola dopravní. a.s.. Plzeňská 298/217a. Praha 5,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,29,10,80.4,31.9,22.5
Střední odborná škola sociální. o.p.s.,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,5,0,60.0,41.7,3.9
Soukromá střední škola DANAÉ. s.r.o.,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,9,1,48.0,46.8,16.3
Soukromá střední škola gastronomie s.r.o.,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,21,7,86.7,20.2,13.6
TRIVIS - Střední škola veřejnoprávní a Vyšší odborná škola prevence kriminality a krizového řízení Praha. s.r.o.,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,8,0,33.3,42.7,13.7
Střední odborná škola stavební a zahradnická. Praha 9. Učňovská 1,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,17,1,61.1,53.5,13.9
Soukromá střední škola a základní škola (1. KŠPA) Praha s.r.o.,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,14,0,65.2,48.1,8.2
Střední odborná škola uměleckořemeslná s. r. o.,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,4,0,100.0,31.6,16.6
Střední odborné učiliště gastronomie a podnikání,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,36,4,93.6,33.4,14.4
Euroškola Praha střední odborná škola s.r.o.,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,19,1,100.0,45.0,15.1
Střední odborná škola podnikatelská PROFIT. spol. s r.o.,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,2,0,46.7,69.1,17.1
Střední odborná škola a Střední odborné učiliště. Praha - Čakovice,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,13,0,94.1,35.9,13.1
Gymnázium bratří Čapků a První české soukromé střední odborné učiliště s.r.o.,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,11,5,93.3,22.7,25.0
Střední odborné učiliště gastronomie,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,12,4,94.1,22.2,16.4
Střední škola Náhorní,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,13,9,100.0,16.4,16.1
Střední škola - Centrum odborné přípravy technickohospodářské. Praha 9. Poděbradská 1/179,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,8,5,61.5,9.8,9.4
Střední škola automobilní a informatiky,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,8,1,63.2,39.7,18.0
Střední škola hotelnictví a gastronomie International. s.r.o.,Anglický jazyk,SOU ostatní (nástavby),Didaktický test,21,0,90.3,47.9,10.8
Střední odborné učiliště. Praha 4. Ohradní 57,Anglický jazyk,SOU technické (nástavby),Didaktický test,5,1,72.7,19.9,8.9
Střední škola technická. Praha 4. Zelený pruh 1294,Anglický jazyk,SOU technické (nástavby),Didaktický test,19,0,46.7,46.7,13.8
Střední odborná škola stavební a zahradnická. Praha 9. Učňovská 1,Anglický jazyk,SOU technické (nástavby),Didaktický test,7,0,60.0,25.2,7.8
Střední škola - Centrum odborné přípravy technickohospodářské. Praha 9. Poděbradská 1/179,Anglický jazyk,SOU technické (nástavby),Didaktický test,9,0,91.7,46.3,9.9
Obchodní akademie. Praha 1. Dušní 7,Anglický jazyk,SOŠ ekonomické,Didaktický test,23,0,71.1,70.2,11.2
Českoslovanská akademie obchodní Dr. Edvarda Beneše. střední odborná škola. Praha 2. Resslova 8,Anglický jazyk,SOŠ ekonomické,Didaktický test,24,1,86.2,62.2,15.4
Obchodní akademie Vinohradská,Anglický jazyk,SOŠ ekonomické,Didaktický test,50,1,78.3,61.8,12.8
Obchodní akademie. ŠKOLA 2000. s.r.o.,Anglický jazyk,SOŠ ekonomické,Didaktický test,8,2,81.3,38.0,22.6
Českoslovanská akademie obchodní. střední odborná škola. Praha 2. Resslova 5,Anglický jazyk,SOŠ ekonomické,Didaktický test,76,0,92.9,57.4,14.2
Obchodní akademie. Praha 3. Kubelíkova 37,Anglický jazyk,SOŠ ekonomické,Didaktický test,19,1,79.4,60.7,15.3
EKONOMA - soukromá obchodní akademie s.r.o.,Anglický jazyk,SOŠ ekonomické,Didaktický test,15,0,95.7,74.7,7.7
Pražská taneční konzervatoř a střední odborná škola. s.r.o.,Anglický jazyk,SOŠ ekonomické,Didaktický test,3,0,55.6,65.8,4.7
Obchodní akademie. Praha 6. Krupkovo náměstí 4,Anglický jazyk,SOŠ ekonomické,Didaktický test,18,0,77.8,65.2,11.2
Obchodní akademie Praha. s.r.o.,Anglický jazyk,SOŠ ekonomické,Didaktický test,42,1,89.1,67.9,15.2
Obchodní akademie Hovorčovická,Anglický jazyk,SOŠ ekonomické,Didaktický test,23,1,75.0,48.2,16.5
Karlínská obchodní akademie a vyšší odborná škola ekonomická,Anglický jazyk,SOŠ ekonomické,Didaktický test,67,1,95.9,59.2,13.5
Soukromá střední škola DANAÉ. s.r.o.,Anglický jazyk,SOŠ ekonomické,Didaktický test,0,0,71.4,,
PB - Vyšší odborná škola a Střední škola managementu. s.r.o.,Anglický jazyk,SOŠ ekonomické,Didaktický test,7,0,100.0,72.1,4.2
Soukromá střední odborná škola a Soukromé střední odborné učiliště BEAN. s.r.o.,Anglický jazyk,SOŠ ekonomické,Didaktický test,9,3,50.0,36.7,20.9
Obchodní akademie. Praha 10. Heroldovy sady 1,Anglický jazyk,SOŠ ekonomické,Didaktický test,15,0,100.0,68.9,11.2
Obchodní akademie Holešovice,Anglický jazyk,SOŠ ekonomické,Didaktický test,27,2,97.3,44.8,15.0
Hotelová škola. Praha 10. Vršovická 43,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,103,2,97.3,55.1,15.2
Střední škola ekonomická se sportovním zaměřením. s.r.o.,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,20,1,100.0,41.4,14.4
Střední škola gastronomická a hotelová s.r.o.,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,63,4,88.9,52.2,17.7
Střední škola managementu a služeb a Základní škola s.r.o.,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,6,0,76.5,59.3,9.8
Střední škola Podnikatelská akademie a základní škola. s.r.o.,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,16,0,74.2,62.2,12.4
MICHAEL – Střední škola a Vyšší odborná škola reklamní a umělecké tvorby. s.r.o.,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,15,2,96.0,61.9,19.1
Hotelová škola Radlická,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,74,2,98.8,57.7,15.8
Pražská taneční konzervatoř a střední odborná škola. s.r.o.,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,4,0,100.0,66.4,12.7
Střední odborná škola civilního letectví. Praha - Ruzyně,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,66,0,98.5,68.9,9.6
Obchodní akademie Hovorčovická,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,66,0,88.9,61.9,12.9
První soukromá hotelová škola. spol. s r.o.,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,13,0,94.1,56.5,8.2
Střední odborná škola stavební a zahradnická. Praha 9. Učňovská 1,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,19,0,96.2,62.9,11.8
Střední škola hotelnictví a gastronomie SČMSD Praha. s.r.o.,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,24,0,89.2,55.6,14.8
Soukromá střední odborná škola START. s.r.o.,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,13,0,100.0,67.5,8.4
Soukromá střední škola a základní škola (1. KŠPA) Praha s.r.o.,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,26,1,85.4,60.3,10.6
Střední odborné učiliště gastronomie a podnikání,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,38,2,93.5,33.3,12.1
Střední odborná škola podnikatelská PROFIT. spol. s r.o.,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,21,0,85.7,58.7,13.0
Soukromá střední škola cestovního ruchu ARCUS. s.r.o.,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,17,0,100.0,69.8,8.1
Střední škola elektrotechniky a strojírenství,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,8,0,75.0,41.0,15.9
Střední škola Náhorní,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,5,0,83.3,54.3,10.4
Střední odborná škola pro administrativu Evropské unie. Praha 9. Lipí 1911,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,22,0,95.8,65.0,12.1
Střední škola - Centrum odborné přípravy technickohospodářské. Praha 9. Poděbradská 1/179,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,5,0,71.4,38.4,6.3
Střední odborná škola multimediální a propagační tvorby. s. r. o.,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,14,0,95.8,70.4,12.1
Anglo - německá obchodní akademie a.s.,Anglický jazyk,SOŠ hotelové a podnikatelské,Didaktický test,29,1,89.5,65.4,14.9
Střední odborná škola sociální svaté Zdislavy,Anglický jazyk,SOŠ pedagogické a humanitní,Didaktický test,19,1,100.0,56.8,19.1
Střední škola knižní kultury. o.p.s.,Anglický jazyk,SOŠ pedagogické a humanitní,Didaktický test,11,0,100.0,67.2,13.6
Škola Kavčí hory - Mateřská škola. Základní škola a Střední odborná škola služeb,Anglický jazyk,SOŠ pedagogické a humanitní,Didaktický test,47,1,89.3,47.0,15.3
Škola mezinárodních a veřejných vztahů Praha. Střední odborná škola. s.r.o.,Anglický jazyk,SOŠ pedagogické a humanitní,Didaktický test,16,1,76.7,72.7,18.1
Evangelická akademie - Vyšší odborná škola sociální práce a střední odborná škola,Anglický jazyk,SOŠ pedagogické a humanitní,Didaktický test,13,1,100.0,27.3,13.6
Střední odborná škola. Praha 5. Drtinova 3/498,Anglický jazyk,SOŠ pedagogické a humanitní,Didaktický test,74,0,90.8,59.2,12.5
Vyšší odborná škola pedagogická a sociální. Střední odborná škola pedagogická a Gymnázium. Praha 6. Evropská 33,Anglický jazyk,SOŠ pedagogické a humanitní,Didaktický test,62,5,88.9,46.6,17.4
Střední odborná škola sociální. o.p.s.,Anglický jazyk,SOŠ pedagogické a humanitní,Didaktický test,5,1,72.7,45.1,18.4
Soukromá střední škola DANAÉ. s.r.o.,Anglický jazyk,SOŠ pedagogické a humanitní,Didaktický test,13,3,72.7,44.6,18.2
TRIVIS - Střední škola veřejnoprávní a Vyšší odborná škola prevence kriminality a krizového řízení Praha. s.r.o.,Anglický jazyk,SOŠ pedagogické a humanitní,Didaktický test,71,0,90.6,65.5,10.5
Střední pedagogická škola Futurum. s.r.o.,Anglický jazyk,SOŠ pedagogické a humanitní,Didaktický test,8,0,100.0,49.5,15.5
Vyšší odborná škola zdravotnická a Střední zdravotnická škola. Praha 4. 5. května 51,Anglický jazyk,SOŠ pedagogické a humanitní,Didaktický test,16,1,100.0,40.0,16.2
Střední zdravotnická škola,Anglický jazyk,SOŠ pedagogické a humanitní,Didaktický test,15,2,84.2,33.8,13.1
Střední škola Náhorní,Anglický jazyk,SOŠ pedagogické a humanitní,Didaktický test,8,0,90.0,54.8,13.0
Střední odborná škola pro administrativu Evropské unie. Praha 9. Lipí 1911,Anglický jazyk,SOŠ pedagogické a humanitní,Didaktický test,169,0,94.1,75.3,11.0
Střední škola - Centrum odborné přípravy technickohospodářské. Praha 9. Poděbradská 1/179,Anglický jazyk,SOŠ pedagogické a humanitní,Didaktický test,9,1,90.0,49.5,18.9
Obchodní akademie. Praha 1. Dušní 7,Anglický jazyk,SOŠ technické 1,Didaktický test,14,0,81.0,77.1,7.3
Střední průmyslová škola sdělovací techniky. Praha 1. Panská 3,Anglický jazyk,SOŠ technické 1,Didaktický test,13,0,70.8,71.0,12.5
Vyšší odborná škola stavební a Střední průmyslová škola stavební. Praha 1. Dušní 17,Anglický jazyk,SOŠ technické 1,Didaktický test,13,0,37.8,59.1,7.5
Vyšší odborná škola a Střední průmyslová škola dopravní. Praha 1. Masná 18,Anglický jazyk,SOŠ technické 1,Didaktický test,7,0,71.4,70.6,11.1
Masarykova střední škola chemická. Praha 1. Křemencova 12,Anglický jazyk,SOŠ technické 1,Didaktický test,62,1,76.9,67.2,13.6
Střední průmyslová škola strojnická. škola hlavního města Prahy. Praha 1. Betlémská 4/287,Anglický jazyk,SOŠ technické 1,Didaktický test,25,0,76.9,76.7,9.3
Střední průmyslová škola elektrotechnická. Praha 2. Ječná 30,Anglický jazyk,SOŠ technické 1,Didaktický test,62,0,62.3,77.0,9.3
Střední průmyslová škola stavební Josefa Gočára. Praha 4. Družstevní ochoz 3,Anglický jazyk,SOŠ technické 1,Didaktický test,35,0,40.7,76.7,8.1
EDUCAnet - Gymnázium. střední odborná škola a základní škola Praha. s.r.o.,Anglický jazyk,SOŠ technické 1,Didaktický test,4,0,75.0,68.3,10.7
Smíchovská střední průmyslová škola. Praha 5. Preslova 25,Anglický jazyk,SOŠ technické 1,Didaktický test,62,0,76.2,75.3,9.8
Střední průmyslová škola dopravní. a.s.. Plzeňská 298/217a. Praha 5,Anglický jazyk,SOŠ technické 1,Didaktický test,22,2,86.7,41.0,18.5
Vyšší odborná škola a Střední škola slaboproudé elektrotechniky,Anglický jazyk,SOŠ technické 1,Didaktický test,24,0,90.3,72.7,9.4
Soukromá střední škola výpočetní techniky s.r.o.,Anglický jazyk,SOŠ technické 1,Didaktický test,38,0,90.7,78.9,6.0
