"skola","predmet","obor","typ","konali","neuspeli","volba","prumer","odchylka"
"Střední průmyslová škola. Střední odborná škola a Střední odborné učiliště. Hradec Králové","Anglický jazyk","SOU technické (nástavby)","Didaktický test",16,12,"73.9","17.4","21.0"
"Obchodní akademie. Střední odborná škola a Jazyková škola s právem státní jazykové zkoušky. Hradec Králové","Anglický jazyk","SOŠ ekonomické","Didaktický test",35,2,"70.2","60.7","13.1"
"Masarykova obchodní akademie. Jičín. 17. listopadu 220","Anglický jazyk","SOŠ ekonomické","Didaktický test",46,0,"94.0","64.2","12.3"
"Gymnázium.  střední odborná škola. střední odborné učiliště a vyšší odborná škola. Hořice","Anglický jazyk","SOŠ ekonomické","Didaktický test",8,4,"72.2","33.3","28.0"
"Obchodní akademie. Náchod. Denisovo nábřeží 673","Anglický jazyk","SOŠ ekonomické","Didaktický test",33,2,"61.1","57.3","14.4"
"Obchodní akademie T. G. Masaryka. Kostelec nad Orlicí. Komenského 522","Anglický jazyk","SOŠ ekonomické","Didaktický test",28,1,"96.6","48.3","17.1"
"Obchodní akademie. Trutnov. Malé náměstí 158","Anglický jazyk","SOŠ ekonomické","Didaktický test",17,0,"61.3","52.2","15.3"
"Střední škola služeb. obchodu a gastronomie. Hradec Králové. Velká 3","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",37,3,"81.3","48.1","16.3"
"Hotelová škola Hradec Králové. s.r.o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",13,1,"65.2","34.1","14.5"
"Vyšší odborná škola a Střední odborná škola. Nový Bydžov. Jana Maláta 1869","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",9,3,"83.3","32.4","18.7"
"Soukromá střední škola podnikatelská - ALTMAN. s.r.o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",8,2,"56.5","46.2","23.0"
"Střední škola oděvní. služeb a ekonomiky. Červený Kostelec. 17. listopadu 1197","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",7,0,"83.3","56.8","12.8"
"Střední škola hotelnictví a společného stravování. Teplice nad Metují","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",9,4,"90.9","25.5","20.7"
"ACADEMIA MERCURII soukromá střední škola. s.r.o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",12,0,"93.8","63.6","13.0"
"Střední škola informatiky a služeb. Dvůr Králové nad Labem. Elišky Krásnohorské 2069","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",31,2,"86.7","49.9","17.2"
"Střední škola gastronomie a služeb. Nová Paka. Masarykovo nám. 2","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",15,1,"95.0","39.2","13.6"
"Obchodní akademie. Střední odborná škola a Jazyková škola s právem státní jazykové zkoušky. Hradec Králové","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",34,8,"90.5","35.7","19.2"
"Obchodní akademie. Střední pedagogická škola. Vyšší odborná škola cestovního ruchu a Jazyková škola s právem státní jazykové zkoušky. s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",25,0,"100.0","61.1","12.9"
"Střední průmyslová škola. Střední odborná škola a Střední odborné učiliště. Hradec Králové","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",17,2,"89.5","40.5","18.3"
"Gymnázium a Střední odborná škola pedagogická. Nová Paka. Kumburská 740","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",24,1,"92.3","34.6","13.0"
"Gymnázium.  střední odborná škola. střední odborné učiliště a vyšší odborná škola. Hořice","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",13,2,"68.2","34.6","14.0"
"Střední škola oděvní. služeb a ekonomiky. Červený Kostelec. 17. listopadu 1197","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",17,1,"91.3","35.9","12.4"
"Střední odborná škola sociální - Evangelická akademie","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",16,6,"95.8","18.7","14.7"
"Gymnázium a Střední odborná škola. Hostinné. Horská 309","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",7,0,"72.7","45.1","10.0"
"Bezpečnostně právní akademie. s.r.o.. střední škola","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",23,2,"82.9","59.3","16.5"
"TRIVIS - Střední škola veřejnoprávní Třebechovice pod Orebem. s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",28,7,"96.7","23.0","13.9"
"Městské gymnázium a střední odborná škola Úpice","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",10,1,"78.6","34.1","20.0"
"Střední škola Sion High School. Hradec Králové","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",31,5,"76.2","32.9","13.7"
"Střední škola a vyšší odborná škola aplikované kybernetiky s.r.o.","Anglický jazyk","SOŠ technické 1","Didaktický test",8,0,"56.3","78.1","7.3"
"Střední průmyslová škola stavební. Hradec Králové. Pospíšilova tř. 787","Anglický jazyk","SOŠ technické 1","Didaktický test",32,0,"41.1","69.7","8.3"
"Střední škola technická a řemeslná. Nový Bydžov. Dr. M. Tyrše 112","Anglický jazyk","SOŠ technické 1","Didaktický test",7,0,"57.1","44.1","11.7"
"Střední průmyslová škola. Střední odborná škola a Střední odborné učiliště. Hradec Králové","Anglický jazyk","SOŠ technické 1","Didaktický test",39,0,"53.8","62.7","11.7"
"Masarykova obchodní akademie. Jičín. 17. listopadu 220","Anglický jazyk","SOŠ technické 1","Didaktický test",8,0,"81.8","64.6","11.6"
"Vyšší odborná škola a Střední průmyslová škola. Jičín. Pod Koželuhy 100","Anglický jazyk","SOŠ technické 1","Didaktický test",40,1,"60.0","70.1","11.1"
"Střední průmyslová škola. střední odborná škola a střední odborné učiliště. Nové Město nad Metují. Školní 1377","Anglický jazyk","SOŠ technické 1","Didaktický test",15,0,"59.3","60.5","10.7"
"Obchodní akademie. Náchod. Denisovo nábřeží 673","Anglický jazyk","SOŠ technické 1","Didaktický test",4,0,"57.1","86.3","9.1"
"Vyšší odborná škola stavební a Střední průmyslová škola stavební arch. Jana Letzela. Náchod. Pražská 931","Anglický jazyk","SOŠ technické 1","Didaktický test",22,0,"95.7","54.5","15.2"
"Obchodní akademie T. G. Masaryka. Kostelec nad Orlicí. Komenského 522","Anglický jazyk","SOŠ technické 1","Didaktický test",24,0,"100.0","68.3","10.1"
"Střední průmyslová škola elektrotechniky a informačních technologií. Dobruška. Čs. odboje 670","Anglický jazyk","SOŠ technické 1","Didaktický test",33,0,"64.9","60.6","12.4"
"Střední škola informatiky a služeb. Dvůr Králové nad Labem. Elišky Krásnohorské 2069","Anglický jazyk","SOŠ technické 1","Didaktický test",21,0,"65.7","60.0","14.9"
"Střední odborná škola a Střední odborné učiliště. Hradec Králové. Vocelova 1338","Anglický jazyk","SOŠ technické 1","Didaktický test",4,0,"71.4","41.2","19.1"
"Střední průmyslová škola. Hronov. Hostovského 910","Anglický jazyk","SOŠ technické 1","Didaktický test",13,1,"66.7","50.5","17.6"
"Střední průmyslová škola. Trutnov. Školní 101","Anglický jazyk","SOŠ technické 1","Didaktický test",33,0,"60.7","72.0","7.7"
"Střední škola - Podorlické vzdělávací centrum. Dobruška","Anglický jazyk","SOŠ technické 1","Didaktický test",14,0,"76.9","78.8","3.7"
"Vyšší odborná škola a Střední průmyslová škola. Rychnov nad Kněžnou. U Stadionu 1166","Anglický jazyk","SOŠ technické 1","Didaktický test",7,0,"35.0","59.4","12.4"
"Střední uměleckoprůmyslová škola hudebních nástrojů a nábytku. Hradec Králové. 17. listopadu 1202","Anglický jazyk","SOŠ technické 2","Didaktický test",3,0,"57.1","52.6","19.9"
"Střední odborná škola a Střední odborné učiliště. Trutnov. Volanovská 243","Anglický jazyk","SOŠ technické 2","Didaktický test",5,1,"88.9","48.5","23.1"
"Střední odborná škola a Střední odborné učiliště. Hradec Králové. Vocelova 1338","Anglický jazyk","SOŠ technické 2","Didaktický test",17,2,"79.2","38.6","17.5"
"Střední škola vizuální tvorby. s.r.o.","Anglický jazyk","SOŠ umělecké","Didaktický test",36,8,"97.3","38.6","17.8"
"Střední škola a vyšší odborná škola aplikované kybernetiky s.r.o.","Anglický jazyk","SOŠ umělecké","Didaktický test",15,1,"100.0","57.9","14.4"
"Střední uměleckoprůmyslová škola hudebních nástrojů a nábytku. Hradec Králové. 17. listopadu 1202","Anglický jazyk","SOŠ umělecké","Didaktický test",14,0,"63.6","59.1","12.4"
"Střední průmyslová škola kamenická a sochařská. Hořice. Husova 675","Anglický jazyk","SOŠ umělecké","Didaktický test",6,0,"81.8","55.4","19.3"
"Střední škola oděvní. služeb a ekonomiky. Červený Kostelec. 17. listopadu 1197","Anglický jazyk","SOŠ umělecké","Didaktický test",6,0,"100.0","28.0","13.0"
"Střední škola propagační tvorby a polygrafie. Velké Poříčí. Náchodská 285","Anglický jazyk","SOŠ umělecké","Didaktický test",22,0,"100.0","54.8","15.1"
"Vyšší odborná škola zdravotnická a Střední zdravotnická škola. Hradec Králové.               Komenského 234","Anglický jazyk","SOŠ zdravotnické","Didaktický test",62,7,"88.0","44.1","16.3"
"Vyšší odborná škola zdravotnická a Střední zdravotnická škola. Trutnov. Procházkova 303","Anglický jazyk","SOŠ zdravotnické","Didaktický test",16,0,"100.0","44.9","11.3"
"Střední odborná škola veterinární. Hradec Králové-Kukleny. Pražská 68","Anglický jazyk","SOŠ zemědělské","Didaktický test",66,0,"90.9","58.6","12.8"
"Střední průmyslová škola. Střední odborná škola a Střední odborné učiliště. Hradec Králové","Anglický jazyk","SOŠ zemědělské","Didaktický test",10,2,"81.3","40.7","21.2"
"Gymnázium.  střední odborná škola. střední odborné učiliště a vyšší odborná škola. Hořice","Anglický jazyk","SOŠ zemědělské","Didaktický test",16,6,"87.0","24.4","17.4"
"Střední škola zemědělská a ekologická a střední odborné učiliště chladící a klimatizační techniky. Kostelec nad Orlicí","Anglický jazyk","SOŠ zemědělské","Didaktický test",21,0,"59.0","41.6","13.3"
"Česká lesnická akademie Trutnov - střední škola a vyšší odborná škola","Anglický jazyk","SOŠ zemědělské","Didaktický test",38,2,"63.9","45.6","14.1"
"Střední škola služeb. obchodu a gastronomie. Hradec Králové. Velká 3","Anglický jazyk","SOU ostatní","Didaktický test",25,5,"97.1","27.1","15.5"
"Střední uměleckoprůmyslová škola hudebních nástrojů a nábytku. Hradec Králové. 17. listopadu 1202","Anglický jazyk","SOU ostatní","Didaktický test",10,1,"69.6","56.4","22.4"
"Střední průmyslová škola. střední odborná škola a střední odborné učiliště. Nové Město nad Metují. Školní 1377","Anglický jazyk","SOU ostatní","Didaktický test",8,0,"100.0","41.4","16.4"
"Střední škola informatiky a služeb. Dvůr Králové nad Labem. Elišky Krásnohorské 2069","Anglický jazyk","SOU ostatní","Didaktický test",10,4,"100.0","26.0","18.8"
"Střední škola propagační tvorby a polygrafie. Velké Poříčí. Náchodská 285","Anglický jazyk","SOU ostatní","Didaktický test",9,0,"84.6","70.9","12.3"
"Střední průmyslová škola. Střední odborná škola a Střední odborné učiliště. Hradec Králové","Anglický jazyk","SOU technické","Didaktický test",10,0,"41.2","52.9","12.5"
"Střední průmyslová škola. střední odborná škola a střední odborné učiliště. Nové Město nad Metují. Školní 1377","Anglický jazyk","SOU technické","Didaktický test",4,0,"100.0","69.2","9.4"
"Střední odborná škola a Střední odborné učiliště. Vrchlabí. Krkonošská 265","Anglický jazyk","SOU technické","Didaktický test",6,0,"63.6","80.1","4.6"
"Střední odborná škola a Střední odborné učiliště. Hradec Králové. Vocelova 1338","Anglický jazyk","SOU technické","Didaktický test",15,1,"73.1","31.2","13.2"
"Integrovaná střední škola. Nová Paka. Kumburská 846","Anglický jazyk","SOU technické","Didaktický test",3,0,"69.2","57.4","3.8"
"První soukromé jazykové gymnázium Hradec Králové. spol. s r.o.","Anglický jazyk","Gymnázium 4 leté","Písemná práce",29,0,"100.0","85.6","4.8"
"Gymnázium J. K. Tyla. Hradec Králové. Tylovo nábř. 682","Anglický jazyk","Gymnázium 4 leté","Písemná práce",101,0,"70.5","79.1","8.4"
"Gymnázium. Nový Bydžov. Komenského 77","Anglický jazyk","Gymnázium 4 leté","Písemná práce",10,0,"45.8","65.3","9.8"
"Lepařovo gymnázium. Jičín. Jiráskova 30","Anglický jazyk","Gymnázium 4 leté","Písemná práce",10,0,"32.3","67.6","10.2"
"Gymnázium a Střední odborná škola pedagogická. Nová Paka. Kumburská 740","Anglický jazyk","Gymnázium 4 leté","Písemná práce",19,0,"70.4","66.6","9.6"
"Gymnázium. Broumov. Hradební 218","Anglický jazyk","Gymnázium 4 leté","Písemná práce",16,0,"76.2","86.9","6.5"
"Jiráskovo gymnázium. Náchod. Řezníčkova 451","Anglický jazyk","Gymnázium 4 leté","Písemná práce",17,0,"28.3","80.3","8.5"
"Gymnázium a Střední odborná škola. Jaroměř. Lužická 423","Anglický jazyk","Gymnázium 4 leté","Písemná práce",23,0,"79.3","71.1","7.3"
"Gymnázium. Dobruška. Pulická 779","Anglický jazyk","Gymnázium 4 leté","Písemná práce",11,0,"45.8","65.8","7.9"
"Gymnázium Františka Martina Pelcla. Rychnov nad Kněžnou. Hrdinů odboje 36","Anglický jazyk","Gymnázium 4 leté","Písemná práce",16,0,"27.1","78.3","8.2"
"Gymnázium. Dvůr Králové nad Labem. nám. Odboje 304","Anglický jazyk","Gymnázium 4 leté","Písemná práce",14,0,"53.8","66.0","13.7"
"Gymnázium. Trutnov. Jiráskovo náměstí 325","Anglický jazyk","Gymnázium 4 leté","Písemná práce",24,0,"61.0","64.4","13.9"
"Gymnázium. Vrchlabí. Komenského 586","Anglický jazyk","Gymnázium 4 leté","Písemná práce",16,0,"81.8","66.5","9.0"
"Biskupské gymnázium Bohuslava Balbína a Základní škola a mateřská škola Jana Pavla II. Hradec Králové","Anglický jazyk","Gymnázium 4 leté","Písemná práce",20,0,"72.4","56.7","12.4"
"Střední škola Sion High School. Hradec Králové","Anglický jazyk","Gymnázium 4 leté","Písemná práce",8,0,"88.9","63.9","10.1"
,"Anglický jazyk","Gymnázium 4 leté","Písemná práce",6,0,"54.5","77.4","12.0"
"První soukromé jazykové gymnázium Hradec Králové. spol. s r.o.","Anglický jazyk","Gymnázium 6 leté","Písemná práce",21,0,"100.0","86.8","4.0"
"Gymnázium Boženy Němcové. Hradec Králové. Pospíšilova tř. 324","Anglický jazyk","Gymnázium 6 leté","Písemná práce",39,0,"51.3","77.7","6.3"
"Gymnázium. Nový Bydžov. Komenského 77","Anglický jazyk","Gymnázium 6 leté","Písemná práce",9,0,"50.0","57.0","10.6"
"Lepařovo gymnázium. Jičín. Jiráskova 30","Anglický jazyk","Gymnázium 6 leté","Písemná práce",9,0,"31.0","83.1","3.9"
"Gymnázium. Dvůr Králové nad Labem. nám. Odboje 304","Anglický jazyk","Gymnázium 6 leté","Písemná práce",8,0,"44.4","85.7","4.4"
"Gymnázium a Střední odborná škola pedagogická. Nová Paka. Kumburská 740","Anglický jazyk","Gymnázium 8 leté","Písemná práce",10,0,"37.9","74.9","6.5"
"Gymnázium.  střední odborná škola. střední odborné učiliště a vyšší odborná škola. Hořice","Anglický jazyk","Gymnázium 8 leté","Písemná práce",11,0,"57.9","73.5","5.7"
"Gymnázium. Broumov. Hradební 218","Anglický jazyk","Gymnázium 8 leté","Písemná práce",20,0,"71.4","78.5","9.5"
"Jiráskovo gymnázium. Náchod. Řezníčkova 451","Anglický jazyk","Gymnázium 8 leté","Písemná práce",16,0,"32.0","77.0","5.3"
"Gymnázium a Střední odborná škola. Jaroměř. Lužická 423","Anglický jazyk","Gymnázium 8 leté","Písemná práce",16,0,"59.3","77.5","12.1"
"Gymnázium. Dobruška. Pulická 779","Anglický jazyk","Gymnázium 8 leté","Písemná práce",11,0,"42.3","87.7","3.6"
"Gymnázium Františka Martina Pelcla. Rychnov nad Kněžnou. Hrdinů odboje 36","Anglický jazyk","Gymnázium 8 leté","Písemná práce",7,0,"33.3","77.8","4.8"
"Gymnázium. Trutnov. Jiráskovo náměstí 325","Anglický jazyk","Gymnázium 8 leté","Písemná práce",23,0,"46.2","60.7","10.8"
"Gymnázium. Vrchlabí. Komenského 586","Anglický jazyk","Gymnázium 8 leté","Písemná práce",12,0,"54.5","89.0","4.0"
"Gymnázium a Střední odborná škola. Hostinné. Horská 309","Anglický jazyk","Gymnázium 8 leté","Písemná práce",4,0,"80.0","87.0","4.2"
"Biskupské gymnázium Bohuslava Balbína a Základní škola a mateřská škola Jana Pavla II. Hradec Králové","Anglický jazyk","Gymnázium 8 leté","Písemná práce",33,0,"68.8","86.6","6.4"
"Střední průmyslová škola stavební. Hradec Králové. Pospíšilova tř. 787","Anglický jazyk","Lyceum","Písemná práce",9,0,"31.0","56.2","10.8"
"Obchodní akademie. Střední odborná škola a Jazyková škola s právem státní jazykové zkoušky. Hradec Králové","Anglický jazyk","Lyceum","Písemná práce",26,0,"92.9","71.1","7.4"
"Obchodní akademie. Střední pedagogická škola. Vyšší odborná škola cestovního ruchu a Jazyková škola s právem státní jazykové zkoušky. s.r.o.","Anglický jazyk","Lyceum","Písemná práce",20,0,"100.0","70.3","9.2"
"Gymnázium.  střední odborná škola. střední odborné učiliště a vyšší odborná škola. Hořice","Anglický jazyk","Lyceum","Písemná práce",7,0,"100.0","34.6","11.1"
"ACADEMIA MERCURII soukromá střední škola. s.r.o.","Anglický jazyk","Lyceum","Písemná práce",6,0,"75.0","76.8","5.1"
"Obchodní akademie T. G. Masaryka. Kostelec nad Orlicí. Komenského 522","Anglický jazyk","Lyceum","Písemná práce",20,0,"87.5","66.1","17.6"
"Vyšší odborná škola zdravotnická a Střední zdravotnická škola. Hradec Králové.               Komenského 234","Anglický jazyk","Lyceum","Písemná práce",40,0,"78.8","55.6","12.2"
"Vyšší odborná škola zdravotnická a Střední zdravotnická škola. Trutnov. Procházkova 303","Anglický jazyk","Lyceum","Písemná práce",19,1,"95.0","65.1","16.6"
"Bezpečnostně právní akademie. s.r.o.. střední škola","Anglický jazyk","Lyceum","Písemná práce",7,0,"81.8","42.4","17.0"
"Střední škola Sion High School. Hradec Králové","Anglický jazyk","Lyceum","Písemná práce",8,0,"100.0","42.7","10.4"
"Střední škola služeb. obchodu a gastronomie. Hradec Králové. Velká 3","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",25,5,"78.1","42.2","25.7"
"Střední škola technická a řemeslná. Nový Bydžov. Dr. M. Tyrše 112","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",4,2,"30.8","7.2","10.3"
"Hotelová škola Hradec Králové. s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",5,0,"45.5","28.7","10.5"
"Střední odborné učiliště. Lázně Bělohrad. Zámecká 478","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",13,1,"70.0","44.3","15.6"
