"skola","predmet","obor","typ","konali","neuspeli","volba","prumer","odchylka"
"Gymnázium a Střední odborná škola. Nový Jičín. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",33,0,"54.8","78.5","7.4"
"Gymnázium Josefa Kainara. Hlučín. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",16,0,"61.5","67.6","10.0"
"Slezské gymnázium. Opava. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",39,0,"41.1","76.9","9.0"
"Mendelovo gymnázium. Opava. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",74,0,"81.3","78.1","8.8"
"Jazykové gymnázium Pavla Tigrida. Ostrava-Poruba. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",52,0,"89.8","84.7","8.7"
"Gymnázium. Ostrava - Hrabůvka. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",24,0,"80.0","77.1","11.0"
"Gymnázium Olgy Havlové. Ostrava - Poruba. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",18,0,"61.3","83.0","5.9"
"Gymnázium Hladnov a Jazyková škola s právem státní jazykové zkoušky. Ostrava. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",46,0,"76.7","79.9","7.6"
"Matiční gymnázium. Ostrava. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",22,0,"73.3","80.1","10.5"
"Sportovní gymnázium Dany a Emila Zátopkových. Ostrava. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",38,0,"86.0","70.2","8.9"
"Střední odborná škola umělecká a gymnázium. s.r.o.","Anglický jazyk","Gymnázium 4 leté","Didaktický test",11,0,"92.3","73.0","13.0"
"Biskupské gymnázium v Ostravě","Anglický jazyk","Gymnázium 4 leté","Didaktický test",11,0,"73.3","55.6","14.4"
"Wichterlovo gymnázium. Ostrava-Poruba. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",61,0,"70.0","80.9","7.9"
"Základní škola a gymnázium Vítkov. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",4,0,"57.1","83.8","5.3"
"Gymnázium BESKYDY MOUNTAIN ACADEMY. s.r.o.","Anglický jazyk","Gymnázium 4 leté","Didaktický test",31,0,"100.0","83.5","6.7"
"1st International School of Ostrava - základní škola a gymnázium. s.r.o.","Anglický jazyk","Gymnázium 4 leté","Didaktický test",18,0,"94.7","85.7","7.4"
"IUVENTAS - Soukromé gymnázium a Střední odborná škola s.r.o.","Anglický jazyk","Gymnázium 4 leté","Didaktický test",13,2,"89.3","57.3","19.0"
"Gymnázium Jana Šabršuly s.r.o.","Anglický jazyk","Gymnázium 4 leté","Didaktický test",18,0,"100.0","76.4","10.1"
"Gymnázium. základní škola a mateřská škola Hello s.r.o.","Anglický jazyk","Gymnázium 4 leté","Didaktický test",48,0,"90.6","70.6","9.2"
"Gymnázium. Frýdlant nad Ostravicí. nám. T. G. Masaryka 1260. příspěvková organizace","Anglický jazyk","Gymnázium 6 leté","Didaktický test",17,0,"70.8","87.9","5.7"
"Gymnázium. Třinec. příspěvková organizace","Anglický jazyk","Gymnázium 6 leté","Didaktický test",31,0,"56.4","80.7","8.5"
"Gymnázium Petra Bezruče. Frýdek-Místek. příspěvková organizace","Anglický jazyk","Gymnázium 6 leté","Didaktický test",54,0,"72.7","82.7","8.9"
"Gymnázium a Střední odborná škola. Nový Jičín. příspěvková organizace","Anglický jazyk","Gymnázium 6 leté","Didaktický test",13,0,"44.8","85.2","5.0"
"Gymnázium Josefa Kainara. Hlučín. příspěvková organizace","Anglický jazyk","Gymnázium 6 leté","Didaktický test",16,0,"55.2","80.4","8.6"
"Jazykové gymnázium Pavla Tigrida. Ostrava-Poruba. příspěvková organizace","Anglický jazyk","Gymnázium 6 leté","Didaktický test",24,0,"85.7","85.3","6.7"
"Gymnázium Hladnov a Jazyková škola s právem státní jazykové zkoušky. Ostrava. příspěvková organizace","Anglický jazyk","Gymnázium 6 leté","Didaktický test",4,0,"18.5","86.0","2.0"
"Gymnázium. Krnov. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",20,0,"80.0","83.2","6.1"
"Všeobecné a sportovní gymnázium. Bruntál. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",21,0,"74.2","80.4","8.3"
"Gymnázium a Střední odborná škola. Rýmařov. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",9,0,"100.0","86.9","5.7"
"Gymnázium Františka Živného. Bohumín. Jana Palacha 794. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",19,0,"82.6","89.0","6.8"
"Gymnázium. Český Těšín. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",13,0,"52.0","83.2","6.0"
"Gymnázium. Havířov-Město. Komenského 2. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",15,0,"65.2","76.7","7.8"
"Gymnázium. Karviná. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",7,0,"50.0","69.1","16.2"
"Gymnázium a Obchodní akademie. Orlová. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",18,0,"67.9","88.4","5.0"
"Gymnázium. Havířov-Podlesí. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",35,0,"79.5","83.3","6.9"
"Gymnázium a Střední průmyslová škola elektrotechniky a informatiky. Frenštát pod Radhoštěm. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",10,0,"35.7","87.3","5.7"
"Gymnázium Mikuláše Koperníka. Bílovec. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",5,0,"17.9","78.5","4.2"
"Mendelovo gymnázium. Opava. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",16,0,"53.3","94.9","2.4"
"Gymnázium. Ostrava - Hrabůvka. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",37,0,"61.7","88.4","5.9"
"Gymnázium Olgy Havlové. Ostrava - Poruba. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",32,0,"66.7","85.5","5.8"
"Gymnázium. Ostrava - Zábřeh. Volgogradská 6a. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",25,0,"54.3","88.5","4.6"
"Matiční gymnázium. Ostrava. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",50,0,"80.6","86.9","5.5"
"Sportovní gymnázium Dany a Emila Zátopkových. Ostrava. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",24,0,"96.2","83.7","6.4"
"Biskupské gymnázium v Ostravě","Anglický jazyk","Gymnázium 8 leté","Didaktický test",16,0,"64.0","66.6","16.7"
"Wichterlovo gymnázium. Ostrava-Poruba. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",13,0,"48.1","88.0","4.5"
"Základní škola a gymnázium Vítkov. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",4,0,"80.0","87.0","7.2"
"1st International School of Ostrava - základní škola a gymnázium. s.r.o.","Anglický jazyk","Gymnázium 8 leté","Didaktický test",8,0,"100.0","91.9","2.5"
"Střední pedagogická škola a Střední zdravotnická škola. Krnov. příspěvková organizace","Anglický jazyk","Lyceum","Didaktický test",30,0,"93.9","71.2","10.5"
"Střední průmyslová škola. Obchodní akademie a Jazyková škola s právem státní jazykové zkoušky. Frýdek-Místek. příspěvková organizace","Anglický jazyk","Lyceum","Didaktický test",20,0,"54.1","78.0","5.9"
"Obchodní akademie. Český Těšín. Sokola Tůmy 12. příspěvková organizace","Anglický jazyk","Lyceum","Didaktický test",26,1,"93.1","65.5","14.2"
"Obchodní akademie Karviná. s.r.o.","Anglický jazyk","Lyceum","Didaktický test",4,0,"71.4","59.3","8.7"
"Střední průmyslová škola. Karviná. příspěvková organizace","Anglický jazyk","Lyceum","Didaktický test",3,0,"22.2","85.8","9.7"
"Obchodní akademie a Střední odborná škola logistická. Opava. příspěvková organizace","Anglický jazyk","Lyceum","Didaktický test",26,0,"100.0","68.3","12.1"
"Masarykova střední škola zemědělská a Vyšší odborná škola. Opava. příspěvková organizace","Anglický jazyk","Lyceum","Didaktický test",23,0,"100.0","66.5","10.9"
"AHOL - Střední odborná škola. s.r.o.","Anglický jazyk","Lyceum","Didaktický test",18,3,"100.0","39.4","17.8"
"Obchodní akademie a Vyšší odborná škola sociální. Ostrava-Mariánské Hory. příspěvková organizace","Anglický jazyk","Lyceum","Didaktický test",24,0,"88.9","64.4","9.0"
"Střední zahradnická škola. Ostrava. příspěvková organizace","Anglický jazyk","Lyceum","Didaktický test",15,3,"100.0","27.3","11.4"
"Střední průmyslová škola chemická akademika Heyrovského a Gymnázium. Ostrava. příspěvková organizace","Anglický jazyk","Lyceum","Didaktický test",11,0,"43.3","73.8","11.0"
"Střední zdravotnická škola. Karviná. příspěvková organizace","Anglický jazyk","Lyceum","Didaktický test",22,3,"75.9","51.2","17.7"
"Mendelova střední škola. Nový Jičín. příspěvková organizace","Anglický jazyk","Lyceum","Didaktický test",41,0,"85.7","56.4","11.7"
"Střední zdravotnická škola. Opava. Dvořákovy sady 2. příspěvková organizace","Anglický jazyk","Lyceum","Didaktický test",25,0,"100.0","61.4","11.4"
"Střední zdravotnická škola a Vyšší odborná škola zdravotnická. Ostrava. příspěvková organizace","Anglický jazyk","Lyceum","Didaktický test",20,0,"87.0","59.0","10.8"
"Střední škola. Havířov - Prostřední Suchá. příspěvková organizace","Anglický jazyk","Lyceum","Didaktický test",27,1,"87.1","43.4","16.1"
"Střední odborná škola waldorfská. Ostrava. příspěvková organizace","Anglický jazyk","Lyceum","Didaktický test",21,0,"92.0","63.8","11.2"
"IUVENTAS - Soukromé gymnázium a Střední odborná škola s.r.o.","Anglický jazyk","Lyceum","Didaktický test",9,1,"92.3","24.3","11.4"
"Střední škola průmyslová. Krnov. příspěvková organizace","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",13,3,"100.0","17.4","10.7"
"Střední odborná škola. Bruntál. příspěvková organizace","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",5,3,"33.3","15.8","16.0"
"Střední škola gastronomie. oděvnictví a služeb. Frýdek-Místek. příspěvková organizace","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",5,2,"33.3","7.3","9.9"
"Střední odborné učiliště DAKOL. s. r. o.","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",6,0,"45.5","53.6","5.9"
"Střední škola. Bohumín. příspěvková organizace","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",10,0,"50.0","60.9","4.8"
"Střední škola ekonomicko-podnikatelská Studénka. o.p.s.","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",2,1,"28.6","10.0","13.4"
"Střední škola technická a zemědělská. Nový Jičín. příspěvková organizace","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",14,1,"68.0","47.6","13.1"
"Střední škola. Odry. příspěvková organizace","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",5,1,"85.7","27.3","17.0"
"EDUCA - Střední odborná škola. s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",5,0,"66.7","30.4","9.6"
"Masarykova střední škola zemědělská a Vyšší odborná škola. Opava. příspěvková organizace","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",12,4,"65.0","25.6","19.1"
"Střední škola hotelnictví. gastronomie a služeb SČMSD Šilheřovice. s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",9,1,"100.0","21.6","10.5"
"Soukromá střední škola podnikatelská. s.r.o.. Opava","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",2,0,"50.0","16.0","4.5"
"Střední odborná škola a Střední odborné učiliště podnikání a služeb. Jablunkov. Školní 416. příspěvková organizace","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",5,0,"66.7","18.0","5.5"
"Střední odborná škola. Frýdek-Místek. příspěvková organizace","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",10,5,"58.8","19.7","14.1"
"Střední škola technických oborů. Havířov - Šumbark. Lidická 1a/600. příspěvková organizace","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",21,0,"50.9","56.9","6.9"
"ALBRECHTOVA STŘEDNÍ ŠKOLA. Český Těšín. příspěvková organizace","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",23,6,"84.8","24.7","13.0"
"Střední škola. Havířov - Prostřední Suchá. příspěvková organizace","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",6,3,"60.0","19.0","20.5"
"Hotelová škola. Frenštát pod Radhoštěm. příspěvková organizace","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",6,2,"100.0","17.3","11.5"
"Střední škola společného stravování. Ostrava - Hrabůvka. příspěvková organizace","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",15,4,"95.0","39.6","22.5"
"Střední škola služeb a podnikání. Ostrava-Poruba. příspěvková organizace","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",54,16,"68.8","24.7","15.4"
"Střední škola elektrotechnická. Ostrava. Na Jízdárně 30. příspěvková organizace","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",7,0,"63.6","43.6","16.5"
"Střední škola technická. Opava. Kolofíkovo nábřeží 51. příspěvková organizace","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",19,2,"72.4","37.2","16.3"
"AHOL - Střední škola gastronomie. turismu a lázeňství. Dušní 1106/8. 703 00 0strava - Vítkovice","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",4,0,"100.0","49.4","12.8"
"Střední škola hotelnictví a služeb a Vyšší odborná škola. Opava. příspěvková organizace","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",10,0,"72.7","39.1","11.6"
"Střední škola elektrostavební a dřevozpracující. Frýdek-Místek. příspěvková organizace","Anglický jazyk","SOU technické (nástavby)","Didaktický test",16,1,"66.7","44.0","16.8"
"Střední škola. Havířov-Šumbark. Sýkorova 1/613. příspěvková organizace","Anglický jazyk","SOU technické (nástavby)","Didaktický test",7,0,"52.6","66.2","11.7"
"Vyšší odborná škola. Střední odborná škola a Střední odborné učiliště. Kopřivnice. příspěvková organizace","Anglický jazyk","SOU technické (nástavby)","Didaktický test",5,0,"71.4","55.1","3.7"
"Střední škola stavební a dřevozpracující. Ostrava. příspěvková organizace","Anglický jazyk","SOU technické (nástavby)","Didaktický test",9,1,"39.3","29.9","16.4"
"RB Střední odborné učiliště autoopravárenské. s.r.o.","Anglický jazyk","SOU technické (nástavby)","Didaktický test",7,0,"46.2","59.1","3.2"
"Střední škola elektrotechnická. Ostrava. Na Jízdárně 30. příspěvková organizace","Anglický jazyk","SOU technické (nástavby)","Didaktický test",6,0,"50.0","55.0","5.3"
"Střední  škola technická a dopravní. Ostrava-Vítkovice. příspěvková organizace","Anglický jazyk","SOU technické (nástavby)","Didaktický test",11,1,"59.3","44.9","19.3"
"VÍTKOVICKÁ STŘEDNÍ PRŮMYSLOVÁ ŠKOLA","Anglický jazyk","SOU technické (nástavby)","Didaktický test",7,0,"52.6","44.0","11.9"
"Střední průmyslová škola a Obchodní akademie. Bruntál. příspěvková organizace","Anglický jazyk","SOŠ ekonomické","Didaktický test",5,0,"83.3","61.2","11.4"
"Střední průmyslová škola. Obchodní akademie a Jazyková škola s právem státní jazykové zkoušky. Frýdek-Místek. příspěvková organizace","Anglický jazyk","SOŠ ekonomické","Didaktický test",14,0,"51.7","70.8","9.5"
"Třinecká obchodní akademie. spol. s r.o.","Anglický jazyk","SOŠ ekonomické","Didaktický test",12,1,"100.0","60.3","17.8"
"Gymnázium a Obchodní akademie. Orlová. příspěvková organizace","Anglický jazyk","SOŠ ekonomické","Didaktický test",16,0,"69.2","66.7","11.2"
"Moravskoslezská obchodní akademie. s.  r.  o.","Anglický jazyk","SOŠ ekonomické","Didaktický test",8,0,"81.8","43.0","14.7"
"Obchodní akademie. Český Těšín. Sokola Tůmy 12. příspěvková organizace","Anglický jazyk","SOŠ ekonomické","Didaktický test",39,1,"83.3","64.5","15.0"
"Obchodní akademie Karviná. s.r.o.","Anglický jazyk","SOŠ ekonomické","Didaktický test",5,0,"100.0","51.9","9.9"
"Hotelová škola a Obchodní akademie Havířov s.r.o.","Anglický jazyk","SOŠ ekonomické","Didaktický test",8,0,"90.9","57.9","10.1"
"Střední škola ekonomicko-podnikatelská Studénka. o.p.s.","Anglický jazyk","SOŠ ekonomické","Didaktický test",3,0,"60.0","58.3","24.1"
"Obchodní akademie a Střední odborná škola logistická. Opava. příspěvková organizace","Anglický jazyk","SOŠ ekonomické","Didaktický test",29,0,"92.1","68.0","13.3"
"Obchodní akademie. Ostrava-Poruba. příspěvková organizace","Anglický jazyk","SOŠ ekonomické","Didaktický test",30,1,"81.6","47.5","13.1"
"Obchodní akademie a Vyšší odborná škola sociální. Ostrava-Mariánské Hory. příspěvková organizace","Anglický jazyk","SOŠ ekonomické","Didaktický test",44,1,"88.2","63.1","14.2"
"Mendelova střední škola. Nový Jičín. příspěvková organizace","Anglický jazyk","SOŠ ekonomické","Didaktický test",20,0,"100.0","44.0","11.1"
"Střední průmyslová škola a Obchodní akademie. Bruntál. příspěvková organizace","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",26,3,"96.3","38.9","14.8"
"Gymnázium a Střední odborná škola. Rýmařov. příspěvková organizace","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",5,2,"55.6","35.5","25.2"
"Střední škola gastronomie. oděvnictví a služeb. Frýdek-Místek. příspěvková organizace","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",14,0,"95.2","66.9","8.5"
"PrimMat - Soukromá střední škola podnikatelská. s.r.o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",31,1,"80.0","59.0","12.7"
"Vyšší odborná škola DAKOL a Střední škola DAKOL. o.p.s.","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",9,0,"48.0","63.0","3.7"
"Hotelová škola a Obchodní akademie Havířov s.r.o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",19,0,"92.6","46.7","15.2"
"Střední škola podnikatelská Klimkovice s.r.o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",2,0,"55.6","42.8","21.6"
"EDUCA - Střední odborná škola. s.r.o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",18,0,"95.7","58.2","12.6"
"Soukromá obchodní akademie Opava s.r.o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",14,4,"87.5","37.4","20.1"
"Střední škola hotelnictví. gastronomie a služeb SČMSD Šilheřovice. s.r.o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",21,2,"78.8","58.4","17.4"
"Soukromá střední škola podnikatelská. s.r.o.. Opava","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",15,1,"63.6","53.7","19.2"
"AHOL - Střední odborná škola. s.r.o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",36,0,"100.0","50.0","11.7"
"Střední průmyslová škola. Ostrava-Vítkovice. příspěvková organizace","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",11,1,"80.0","70.5","12.8"
"Střední škola prof. Zdeňka Matějčka. Ostrava-Poruba. 17. listopadu 1123. příspěvková organizace","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",14,0,"94.1","47.6","10.8"
"Střední odborná škola dopravy a cestovního ruchu. Krnov. příspěvková organizace","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",67,1,"93.6","58.2","13.3"
"ALBRECHTOVA STŘEDNÍ ŠKOLA. Český Těšín. příspěvková organizace","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",53,5,"91.8","41.2","14.1"
"Hotelová škola. Frenštát pod Radhoštěm. příspěvková organizace","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",15,2,"78.9","40.1","18.1"
"Střední škola společného stravování. Ostrava - Hrabůvka. příspěvková organizace","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",23,1,"100.0","55.1","16.5"
"Střední škola služeb a podnikání. Ostrava-Poruba. příspěvková organizace","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",14,1,"88.0","40.8","15.4"
"VÍTKOVICKÁ STŘEDNÍ PRŮMYSLOVÁ ŠKOLA","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",23,1,"85.7","63.8","14.7"
"AHOL - Střední škola gastronomie. turismu a lázeňství. Dušní 1106/8. 703 00 0strava - Vítkovice","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",14,1,"80.8","53.7","16.0"
"Střední škola hotelnictví a služeb a Vyšší odborná škola. Opava. příspěvková organizace","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",69,1,"93.5","62.6","13.5"
"Střední pedagogická škola a Střední zdravotnická škola. Krnov. příspěvková organizace","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",29,2,"93.5","44.1","15.6"
"Gymnázium a Střední odborná škola. Frýdek-Místek. Cihelní 410. příspěvková organizace","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",21,1,"92.0","50.7","13.4"
"Soukromá střední odborná škola Frýdek-Místek. s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",32,0,"55.7","71.3","8.3"
"Gymnázium a Obchodní akademie. Orlová. příspěvková organizace","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",26,1,"90.3","48.3","16.0"
"Střední škola. Bohumín. příspěvková organizace","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",12,1,"94.1","26.3","9.7"
"Střední odborná škola ochrany osob a majetku s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",19,0,"46.9","48.2","10.4"
"Střední pedagogická škola a Střední zdravotnická škola svaté Anežky České","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",25,2,"92.6","34.8","15.4"
"AHOL - Střední odborná škola. s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",42,7,"86.0","52.4","20.3"
"Obchodní akademie a Vyšší odborná škola sociální. Ostrava-Mariánské Hory. příspěvková organizace","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",22,0,"88.0","55.8","9.9"
"Bezpečnostně právní akademie Ostrava. s. r. o.. střední škola","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",23,0,"73.2","62.1","6.0"
"Střední zdravotnická škola. Frýdek-Místek. příspěvková organizace","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",15,6,"87.5","24.3","16.3"
"Mendelova střední škola. Nový Jičín. příspěvková organizace","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",21,0,"92.3","47.1","13.8"
"Střední škola prof. Zdeňka Matějčka. Ostrava-Poruba. 17. listopadu 1123. příspěvková organizace","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",46,11,"78.8","25.3","13.5"
"Střední škola. Havířov - Prostřední Suchá. příspěvková organizace","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",38,7,"91.1","36.5","16.2"
"Střední škola průmyslová. Krnov. příspěvková organizace","Anglický jazyk","SOŠ technické 1","Didaktický test",14,0,"83.3","63.7","9.5"
"Střední průmyslová škola a Obchodní akademie. Bruntál. příspěvková organizace","Anglický jazyk","SOŠ technické 1","Didaktický test",31,1,"70.8","59.4","13.4"
"Střední škola elektrostavební a dřevozpracující. Frýdek-Místek. příspěvková organizace","Anglický jazyk","SOŠ technické 1","Didaktický test",15,1,"59.3","52.4","14.4"
"Střední průmyslová škola. Obchodní akademie a Jazyková škola s právem státní jazykové zkoušky. Frýdek-Místek. příspěvková organizace","Anglický jazyk","SOŠ technické 1","Didaktický test",33,0,"64.5","70.4","10.2"
"Třinecká obchodní akademie. spol. s r.o.","Anglický jazyk","SOŠ technické 1","Didaktický test",17,1,"100.0","60.9","15.1"
"Střední škola informačních technologií. s.r.o.","Anglický jazyk","SOŠ technické 1","Didaktický test",41,0,"80.8","68.1","10.2"
"Střední škola. Havířov-Šumbark. Sýkorova 1/613. příspěvková organizace","Anglický jazyk","SOŠ technické 1","Didaktický test",4,0,"33.3","80.6","2.3"
"Gymnázium a Obchodní akademie. Orlová. příspěvková organizace","Anglický jazyk","SOŠ technické 1","Didaktický test",15,1,"75.0","53.9","15.4"
"Střední průmyslová škola stavební. Havířov. příspěvková organizace","Anglický jazyk","SOŠ technické 1","Didaktický test",17,0,"44.1","49.6","10.4"
