"skola","predmet","obor","typ","konali","neuspeli","volba","prumer","odchylka"
"Biskupské gymnázium J. N. Neumanna a Církevní základní škola","Český jazyk a literatura","Gymnázium 6 leté","Ústní zkouška",95,0,,"71.9","12.4"
"Biskupské gymnázium J. N. Neumanna a Církevní základní škola","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",95,0,,"71.9","12.4"
"Biskupské gymnázium J. N. Neumanna a Církevní základní škola","Matematika","Gymnázium 4 leté","Didaktický test",13,0,"13.7","58.3","16.5"
"Biskupské gymnázium J. N. Neumanna a Církevní základní škola","Německý jazyk","Gymnázium 6 leté","Didaktický test",14,0,"14.7","94.9",6
"Biskupské gymnázium J. N. Neumanna a Církevní základní škola","Německý jazyk","Gymnázium 8 leté","Didaktický test",14,0,"14.7","94.9",6
"Biskupské gymnázium J. N. Neumanna a Církevní základní škola","Německý jazyk","Gymnázium 6 leté","Písemná práce",14,0,"14.7","82.7","9.1"
"Biskupské gymnázium J. N. Neumanna a Církevní základní škola","Německý jazyk","Gymnázium 8 leté","Písemná práce",14,0,"14.7","82.7","9.1"
"Biskupské gymnázium J. N. Neumanna a Církevní základní škola","Německý jazyk","Gymnázium 6 leté","Ústní zkouška",14,0,"14.7","76.4","14.2"
"Biskupské gymnázium J. N. Neumanna a Církevní základní škola","Německý jazyk","Gymnázium 8 leté","Ústní zkouška",14,0,"14.7","76.4","14.2"
"Biskupské gymnázium J. N. Neumanna a Církevní základní škola","Španělský jazyk","Gymnázium 6 leté","Didaktický test",5,0,"5.3","50.1","8.9"
"Biskupské gymnázium J. N. Neumanna a Církevní základní škola","Španělský jazyk","Gymnázium 6 leté","Písemná práce",5,0,"5.3",53,"13.7"
"Biskupské gymnázium J. N. Neumanna a Církevní základní škola","Španělský jazyk","Gymnázium 6 leté","Ústní zkouška",5,0,"5.3","68.2","6.4"
"České reálné gymnázium s.r.o.","Anglický jazyk","Gymnázium 8 leté","Didaktický test",24,0,"70.3","78.6","7.5"
"České reálné gymnázium s.r.o.","Anglický jazyk","Gymnázium 4 leté","Didaktický test",24,0,"70.3","78.6","7.5"
"České reálné gymnázium s.r.o.","Anglický jazyk","Gymnázium 4 leté","Písemná práce",24,0,"70.3","74.5","8.7"
"České reálné gymnázium s.r.o.","Anglický jazyk","Gymnázium 8 leté","Písemná práce",24,0,"70.3","74.5","8.7"
"České reálné gymnázium s.r.o.","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",24,0,"70.3","74.7","6.3"
"České reálné gymnázium s.r.o.","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",24,0,"70.3","74.7","6.3"
"České reálné gymnázium s.r.o.","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",33,0,,66,"8.7"
"České reálné gymnázium s.r.o.","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",33,0,,66,"8.7"
"České reálné gymnázium s.r.o.","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",33,0,,72,"9.7"
"České reálné gymnázium s.r.o.","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",33,0,,72,"9.7"
"České reálné gymnázium s.r.o.","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",33,0,,"71.1","12.6"
"České reálné gymnázium s.r.o.","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",33,0,,"71.1","12.6"
"České reálné gymnázium s.r.o.","Matematika","Gymnázium 4 leté","Didaktický test",7,0,"21.6","55.4","20.7"
"České reálné gymnázium s.r.o.","Matematika","Gymnázium 8 leté","Didaktický test",7,0,"21.6","55.4","20.7"
"Česko-anglické gymnázium s.r.o.","Anglický jazyk","Gymnázium 8 leté","Didaktický test",23,0,"95.8","81.1","8.7"
"Česko-anglické gymnázium s.r.o.","Anglický jazyk","Gymnázium 4 leté","Didaktický test",23,0,"95.8","81.1","8.7"
"Česko-anglické gymnázium s.r.o.","Anglický jazyk","Gymnázium 4 leté","Písemná práce",23,0,"95.8","80.9","5.4"
"Česko-anglické gymnázium s.r.o.","Anglický jazyk","Gymnázium 8 leté","Písemná práce",23,0,"95.8","80.9","5.4"
"Česko-anglické gymnázium s.r.o.","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",23,0,"95.8","74.4","8.4"
"Česko-anglické gymnázium s.r.o.","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",23,0,"95.8","74.4","8.4"
"Česko-anglické gymnázium s.r.o.","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",24,0,,"65.4","15.9"
"Česko-anglické gymnázium s.r.o.","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",24,0,,"65.4","15.9"
"Česko-anglické gymnázium s.r.o.","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",24,2,,"49.9","19.7"
"Česko-anglické gymnázium s.r.o.","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",24,2,,"49.9","19.7"
"Česko-anglické gymnázium s.r.o.","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",24,0,,"46.1","20.4"
"Česko-anglické gymnázium s.r.o.","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",24,0,,"46.1","20.4"
"EDUCAnet - gymnázium a střední odborná škola České Budějovice. s.r.o.","Anglický jazyk","Gymnázium 4 leté","Didaktický test",8,0,"86.7","74.5","9.7"
"EDUCAnet - gymnázium a střední odborná škola České Budějovice. s.r.o.","Anglický jazyk","Gymnázium 4 leté","Písemná práce",8,0,"86.7","73.9","6.1"
"EDUCAnet - gymnázium a střední odborná škola České Budějovice. s.r.o.","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",8,0,"86.7","61.1","14.1"
"EDUCAnet - gymnázium a střední odborná škola České Budějovice. s.r.o.","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",9,0,,"68.1","13.7"
"EDUCAnet - gymnázium a střední odborná škola České Budějovice. s.r.o.","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",9,0,,"43.1",15
"EDUCAnet - gymnázium a střední odborná škola České Budějovice. s.r.o.","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",9,2,,"43.4","31.7"
"Euroškola Strakonice střední odborná škola s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Didaktický test",16,0,"74.2","52.1","16.4"
"Euroškola Strakonice střední odborná škola s.r.o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",16,0,"74.2","52.1","16.4"
"Euroškola Strakonice střední odborná škola s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",16,3,"74.2","38.9","20.2"
"Euroškola Strakonice střední odborná škola s.r.o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Písemná práce",16,3,"74.2","38.9","20.2"
"Euroškola Strakonice střední odborná škola s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",16,1,"74.2","35.3","15.6"
"Euroškola Strakonice střední odborná škola s.r.o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Ústní zkouška",16,1,"74.2","35.3","15.6"
"Euroškola Strakonice střední odborná škola s.r.o.","Český jazyk a literatura","SOU ostatní (nástavby)","Didaktický test",24,6,,"45.9","14.9"
"Euroškola Strakonice střední odborná škola s.r.o.","Český jazyk a literatura","SOŠ hotelové a podnikatelské","Didaktický test",24,6,,"45.9","14.9"
"Euroškola Strakonice střední odborná škola s.r.o.","Český jazyk a literatura","SOU ostatní (nástavby)","Písemná práce",24,1,,"51.1","21.4"
"Euroškola Strakonice střední odborná škola s.r.o.","Český jazyk a literatura","SOŠ hotelové a podnikatelské","Písemná práce",24,1,,"51.1","21.4"
"Euroškola Strakonice střední odborná škola s.r.o.","Český jazyk a literatura","SOU ostatní (nástavby)","Ústní zkouška",24,3,,"27.5",17
"Euroškola Strakonice střední odborná škola s.r.o.","Český jazyk a literatura","SOŠ hotelové a podnikatelské","Ústní zkouška",24,3,,"27.5",17
"Euroškola Strakonice střední odborná škola s.r.o.","Německý jazyk","SOU ostatní (nástavby)","Didaktický test",7,0,"22.6","41.4","14.7"
"Euroškola Strakonice střední odborná škola s.r.o.","Německý jazyk","SOU ostatní (nástavby)","Písemná práce",7,2,"22.6",27,"10.4"
"Euroškola Strakonice střední odborná škola s.r.o.","Německý jazyk","SOU ostatní (nástavby)","Ústní zkouška",7,0,"22.6","27.9","11.9"
"Gymnázium a Střední odborná škola ekonomická. Vimperk. Pivovarská 69","Anglický jazyk","Gymnázium 8 leté","Didaktický test",22,0,"57.5","71.9","8.7"
"Gymnázium a Střední odborná škola ekonomická. Vimperk. Pivovarská 69","Anglický jazyk","Gymnázium 4 leté","Didaktický test",22,0,"57.5","71.9","8.7"
"Gymnázium a Střední odborná škola ekonomická. Vimperk. Pivovarská 69","Anglický jazyk","Gymnázium 4 leté","Písemná práce",22,0,"57.5","67.4",10
"Gymnázium a Střední odborná škola ekonomická. Vimperk. Pivovarská 69","Anglický jazyk","Gymnázium 8 leté","Písemná práce",22,0,"57.5","67.4",10
"Gymnázium a Střední odborná škola ekonomická. Vimperk. Pivovarská 69","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",22,1,"57.5","62.6","15.4"
"Gymnázium a Střední odborná škola ekonomická. Vimperk. Pivovarská 69","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",22,1,"57.5","62.6","15.4"
"Gymnázium a Střední odborná škola ekonomická. Vimperk. Pivovarská 69","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",38,0,,"77.6","11.3"
"Gymnázium a Střední odborná škola ekonomická. Vimperk. Pivovarská 69","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",38,0,,"77.6","11.3"
"Gymnázium a Střední odborná škola ekonomická. Vimperk. Pivovarská 69","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",38,0,,"59.4","12.3"
"Gymnázium a Střední odborná škola ekonomická. Vimperk. Pivovarská 69","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",38,0,,"59.4","12.3"
"Gymnázium a Střední odborná škola ekonomická. Vimperk. Pivovarská 69","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",38,0,,"64.1","12.9"
"Gymnázium a Střední odborná škola ekonomická. Vimperk. Pivovarská 69","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",38,0,,"64.1","12.9"
"Gymnázium a Střední odborná škola ekonomická. Vimperk. Pivovarská 69","Matematika","Gymnázium 4 leté","Didaktický test",12,0,"32.5","56.3","18.7"
"Gymnázium J. V. Jirsíka. České Budějovice. Fráni Šrámka 23","Anglický jazyk","Gymnázium 8 leté","Didaktický test",38,0,"41.1","78.4","7.7"
"Gymnázium J. V. Jirsíka. České Budějovice. Fráni Šrámka 23","Anglický jazyk","Gymnázium 4 leté","Didaktický test",38,0,"41.1","78.4","7.7"
"Gymnázium J. V. Jirsíka. České Budějovice. Fráni Šrámka 23","Anglický jazyk","Gymnázium 8 leté","Písemná práce",38,0,"41.1","70.6","6.8"
"Gymnázium J. V. Jirsíka. České Budějovice. Fráni Šrámka 23","Anglický jazyk","Gymnázium 4 leté","Písemná práce",38,0,"41.1","70.6","6.8"
"Gymnázium J. V. Jirsíka. České Budějovice. Fráni Šrámka 23","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",38,0,"41.1","62.6","12.5"
"Gymnázium J. V. Jirsíka. České Budějovice. Fráni Šrámka 23","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",38,0,"41.1","62.6","12.5"
"Gymnázium J. V. Jirsíka. České Budějovice. Fráni Šrámka 23","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",93,0,,"82.1","10.8"
"Gymnázium J. V. Jirsíka. České Budějovice. Fráni Šrámka 23","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",93,0,,"82.1","10.8"
"Gymnázium J. V. Jirsíka. České Budějovice. Fráni Šrámka 23","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",93,0,,"66.4","14.7"
"Gymnázium J. V. Jirsíka. České Budějovice. Fráni Šrámka 23","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",93,0,,"66.4","14.7"
"Gymnázium J. V. Jirsíka. České Budějovice. Fráni Šrámka 23","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",93,1,,"57.6","17.3"
"Gymnázium J. V. Jirsíka. České Budějovice. Fráni Šrámka 23","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",93,1,,"57.6","17.3"
"Gymnázium J. V. Jirsíka. České Budějovice. Fráni Šrámka 23","Matematika","Gymnázium 4 leté","Didaktický test",52,1,"55.8","68.3","19.1"
"Gymnázium J. V. Jirsíka. České Budějovice. Fráni Šrámka 23","Matematika","Gymnázium 8 leté","Didaktický test",52,1,"55.8","68.3","19.1"
"Gymnázium Pierra de Coubertina. Tábor. Náměstí Františka Křižíka 860","Anglický jazyk","Gymnázium 8 leté","Didaktický test",49,0,"53.8","77.5",9
"Gymnázium Pierra de Coubertina. Tábor. Náměstí Františka Křižíka 860","Anglický jazyk","Gymnázium 4 leté","Didaktický test",49,0,"53.8","77.5",9
"Gymnázium Pierra de Coubertina. Tábor. Náměstí Františka Křižíka 860","Anglický jazyk","Gymnázium 4 leté","Písemná práce",49,0,"53.8","79.3","8.4"
"Gymnázium Pierra de Coubertina. Tábor. Náměstí Františka Křižíka 860","Anglický jazyk","Gymnázium 8 leté","Písemná práce",49,0,"53.8","79.3","8.4"
"Gymnázium Pierra de Coubertina. Tábor. Náměstí Františka Křižíka 860","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",49,0,"53.8",55,"14.7"
"Gymnázium Pierra de Coubertina. Tábor. Náměstí Františka Křižíka 860","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",49,0,"53.8",55,"14.7"
"Gymnázium Pierra de Coubertina. Tábor. Náměstí Františka Křižíka 860","Český jazyk a literatura","Gymnázium 6 leté","Didaktický test",115,0,,79,"11.2"
"Gymnázium Pierra de Coubertina. Tábor. Náměstí Františka Křižíka 860","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",115,0,,79,"11.2"
"Gymnázium Pierra de Coubertina. Tábor. Náměstí Františka Křižíka 860","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",115,0,,79,"11.2"
"Gymnázium Pierra de Coubertina. Tábor. Náměstí Františka Křižíka 860","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",115,1,,"69.6","17.4"
"Gymnázium Pierra de Coubertina. Tábor. Náměstí Františka Křižíka 860","Český jazyk a literatura","Gymnázium 6 leté","Písemná práce",115,1,,"69.6","17.4"
"Gymnázium Pierra de Coubertina. Tábor. Náměstí Františka Křižíka 860","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",115,1,,"69.6","17.4"
"Gymnázium Pierra de Coubertina. Tábor. Náměstí Františka Křižíka 860","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",115,1,,"70.7",14
"Gymnázium Pierra de Coubertina. Tábor. Náměstí Františka Křižíka 860","Český jazyk a literatura","Gymnázium 6 leté","Ústní zkouška",115,1,,"70.7",14
"Gymnázium Pierra de Coubertina. Tábor. Náměstí Františka Křižíka 860","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",115,1,,"70.7",14
"Gymnázium Pierra de Coubertina. Tábor. Náměstí Františka Křižíka 860","Matematika","Gymnázium 4 leté","Didaktický test",39,3,"45.1",64,"20.9"
"Gymnázium Pierra de Coubertina. Tábor. Náměstí Františka Křižíka 860","Matematika","Gymnázium 8 leté","Didaktický test",39,3,"45.1",64,"20.9"
"Gymnázium Vítězslava Nováka. Jindřichův Hradec. Husova 333","Anglický jazyk","Gymnázium 8 leté","Didaktický test",47,0,"61.8","79.7","9.2"
"Gymnázium Vítězslava Nováka. Jindřichův Hradec. Husova 333","Anglický jazyk","Gymnázium 4 leté","Didaktický test",47,0,"61.8","79.7","9.2"
"Gymnázium Vítězslava Nováka. Jindřichův Hradec. Husova 333","Anglický jazyk","Gymnázium 4 leté","Písemná práce",47,0,"61.8","75.6","7.1"
"Gymnázium Vítězslava Nováka. Jindřichův Hradec. Husova 333","Anglický jazyk","Gymnázium 8 leté","Písemná práce",47,0,"61.8","75.6","7.1"
"Gymnázium Vítězslava Nováka. Jindřichův Hradec. Husova 333","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",47,0,"61.8","64.1","13.2"
"Gymnázium Vítězslava Nováka. Jindřichův Hradec. Husova 333","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",47,0,"61.8","64.1","13.2"
"Gymnázium Vítězslava Nováka. Jindřichův Hradec. Husova 333","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",76,0,,"80.7","10.5"
"Gymnázium Vítězslava Nováka. Jindřichův Hradec. Husova 333","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",76,0,,"80.7","10.5"
"Gymnázium Vítězslava Nováka. Jindřichův Hradec. Husova 333","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",76,0,,"71.3","12.3"
"Gymnázium Vítězslava Nováka. Jindřichův Hradec. Husova 333","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",76,0,,"71.3","12.3"
"Gymnázium Vítězslava Nováka. Jindřichův Hradec. Husova 333","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",76,0,,"56.2","14.9"
"Gymnázium Vítězslava Nováka. Jindřichův Hradec. Husova 333","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",76,0,,"56.2","14.9"
"Gymnázium Vítězslava Nováka. Jindřichův Hradec. Husova 333","Matematika","Gymnázium 4 leté","Didaktický test",28,3,"36.8","51.8",19
"Gymnázium Vítězslava Nováka. Jindřichův Hradec. Husova 333","Matematika","Gymnázium 8 leté","Didaktický test",28,3,"36.8","51.8",19
"Gymnázium. České Budějovice. Česká 64","Anglický jazyk","Gymnázium 8 leté","Didaktický test",54,0,"69.5","73.8",10
"Gymnázium. České Budějovice. Česká 64","Anglický jazyk","Gymnázium 4 leté","Didaktický test",54,0,"69.5","73.8",10
"Gymnázium. České Budějovice. Česká 64","Anglický jazyk","Gymnázium 4 leté","Písemná práce",54,0,"69.5","72.7","12.3"
"Gymnázium. České Budějovice. Česká 64","Anglický jazyk","Gymnázium 8 leté","Písemná práce",54,0,"69.5","72.7","12.3"
"Gymnázium. České Budějovice. Česká 64","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",54,1,"69.5","54.4","21.7"
"Gymnázium. České Budějovice. Česká 64","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",54,1,"69.5","54.4","21.7"
"Gymnázium. České Budějovice. Česká 64","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",79,1,,"80.1","13.5"
"Gymnázium. České Budějovice. Česká 64","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",79,1,,"80.1","13.5"
"Gymnázium. České Budějovice. Česká 64","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",81,0,,"66.9",17
"Gymnázium. České Budějovice. Česká 64","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",81,0,,"66.9",17
"Gymnázium. České Budějovice. Česká 64","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",79,4,,"56.5","21.4"
"Gymnázium. České Budějovice. Česká 64","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",79,4,,"56.5","21.4"
"Gymnázium. České Budějovice. Česká 64","Matematika","Gymnázium 4 leté","Didaktický test",23,1,28,"60.6","20.5"
"Gymnázium. České Budějovice. Česká 64","Matematika","Gymnázium 8 leté","Didaktický test",23,1,28,"60.6","20.5"
"Gymnázium. České Budějovice. Jírovcova 8","Anglický jazyk","Gymnázium 8 leté","Didaktický test",41,0,"49.4","87.3",7
"Gymnázium. České Budějovice. Jírovcova 8","Anglický jazyk","Gymnázium 4 leté","Didaktický test",41,0,"49.4","87.3",7
"Gymnázium. České Budějovice. Jírovcova 8","Anglický jazyk","Gymnázium 4 leté","Písemná práce",41,0,"49.4","81.4","5.7"
"Gymnázium. České Budějovice. Jírovcova 8","Anglický jazyk","Gymnázium 8 leté","Písemná práce",41,0,"49.4","81.4","5.7"
"Gymnázium. České Budějovice. Jírovcova 8","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",41,0,"49.4","67.7","10.3"
"Gymnázium. České Budějovice. Jírovcova 8","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",41,0,"49.4","67.7","10.3"
"Gymnázium. České Budějovice. Jírovcova 8","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",83,1,,"84.6","10.7"
"Gymnázium. České Budějovice. Jírovcova 8","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",83,1,,"84.6","10.7"
"Gymnázium. České Budějovice. Jírovcova 8","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",83,0,,"68.1","14.3"
"Gymnázium. České Budějovice. Jírovcova 8","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",83,0,,"68.1","14.3"
"Gymnázium. České Budějovice. Jírovcova 8","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",82,0,,"69.1","13.9"
"Gymnázium. České Budějovice. Jírovcova 8","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",82,0,,"69.1","13.9"
"Gymnázium. České Budějovice. Jírovcova 8","Matematika","Gymnázium 4 leté","Didaktický test",41,1,"49.4","76.3","18.8"
"Gymnázium. České Budějovice. Jírovcova 8","Matematika","Gymnázium 8 leté","Didaktický test",41,1,"49.4","76.3","18.8"
"Gymnázium. Český Krumlov. Chvalšinská 112","Anglický jazyk","Gymnázium 6 leté","Didaktický test",37,0,"64.4","83.8","6.7"
"Gymnázium. Český Krumlov. Chvalšinská 112","Anglický jazyk","Gymnázium 8 leté","Didaktický test",37,0,"64.4","83.8","6.7"
"Gymnázium. Český Krumlov. Chvalšinská 112","Anglický jazyk","Gymnázium 4 leté","Didaktický test",37,0,"64.4","83.8","6.7"
"Gymnázium. Český Krumlov. Chvalšinská 112","Anglický jazyk","Gymnázium 4 leté","Písemná práce",37,0,"64.4","80.7","7.9"
"Gymnázium. Český Krumlov. Chvalšinská 112","Anglický jazyk","Gymnázium 6 leté","Písemná práce",37,0,"64.4","80.7","7.9"
"Gymnázium. Český Krumlov. Chvalšinská 112","Anglický jazyk","Gymnázium 8 leté","Písemná práce",37,0,"64.4","80.7","7.9"
"Gymnázium. Český Krumlov. Chvalšinská 112","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",37,0,"64.4","67.8","15.5"
"Gymnázium. Český Krumlov. Chvalšinská 112","Anglický jazyk","Gymnázium 6 leté","Ústní zkouška",37,0,"64.4","67.8","15.5"
"Gymnázium. Český Krumlov. Chvalšinská 112","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",37,0,"64.4","67.8","15.5"
"Gymnázium. Český Krumlov. Chvalšinská 112","Český jazyk a literatura","Gymnázium 6 leté","Didaktický test",58,0,,"83.6","10.1"
"Gymnázium. Český Krumlov. Chvalšinská 112","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",58,0,,"83.6","10.1"
"Gymnázium. Český Krumlov. Chvalšinská 112","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",58,0,,"83.6","10.1"
"Gymnázium. Český Krumlov. Chvalšinská 112","Český jazyk a literatura","Gymnázium 6 leté","Písemná práce",59,0,,"60.5","13.9"
"Gymnázium. Český Krumlov. Chvalšinská 112","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",59,0,,"60.5","13.9"
"Gymnázium. Český Krumlov. Chvalšinská 112","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",59,0,,"60.5","13.9"
"Gymnázium. Český Krumlov. Chvalšinská 112","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",58,0,,"65.1","13.5"
"Gymnázium. Český Krumlov. Chvalšinská 112","Český jazyk a literatura","Gymnázium 6 leté","Ústní zkouška",58,0,,"65.1","13.5"
"Gymnázium. Český Krumlov. Chvalšinská 112","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",58,0,,"65.1","13.5"
"Gymnázium. Český Krumlov. Chvalšinská 112","Matematika","Gymnázium 4 leté","Didaktický test",20,1,"33.9","59.6","18.5"
"Gymnázium. Český Krumlov. Chvalšinská 112","Matematika","Gymnázium 6 leté","Didaktický test",20,1,"33.9","59.6","18.5"
"Gymnázium. Český Krumlov. Chvalšinská 112","Matematika","Gymnázium 8 leté","Didaktický test",20,1,"33.9","59.6","18.5"
"Gymnázium. Dačice. Boženy Němcové 213","Anglický jazyk","Gymnázium 8 leté","Didaktický test",36,0,75,"70.2","10.6"
"Gymnázium. Dačice. Boženy Němcové 213","Anglický jazyk","Gymnázium 4 leté","Didaktický test",36,0,75,"70.2","10.6"
"Gymnázium. Dačice. Boženy Němcové 213","Anglický jazyk","Gymnázium 8 leté","Písemná práce",36,0,75,"61.9","12.4"
"Gymnázium. Dačice. Boženy Němcové 213","Anglický jazyk","Gymnázium 4 leté","Písemná práce",36,0,75,"61.9","12.4"
"Gymnázium. Dačice. Boženy Němcové 213","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",36,0,75,"47.2","13.8"
