"skola","predmet","obor","typ","konali","neuspeli","volba","prumer","odchylka"
"Střední odborná škola Olomouc spol. s r. o.","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",9,0,"62.5","58.9","6.4"
"Gymnázium Jana Blahoslava a Střední pedagogická škola. Přerov. Denisova 3","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",54,2,"100.0","42.0","12.6"
"Soukromá střední odborná škola Hranice. s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",26,1,"100.0","48.1","15.3"
"Gymnázium Palackého a Střední odborná škola živnostenská Přerov. s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",15,6,"88.9","21.4","17.8"
"Střední škola sociální péče a služeb. Zábřeh. nám. 8. května 2","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",38,6,"53.9","33.5","16.2"
"Střední odborná škola. Šumperk. Zemědělská 3","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",9,2,"80.0","31.3","22.8"
"TRIVIS - Střední škola veřejnoprávní Prostějov. s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",21,4,"88.9","41.6","19.9"
"Střední škola logistiky a chemie. Olomouc. U Hradiska 29","Anglický jazyk","SOŠ technické 1","Didaktický test",12,2,"61.9","59.2","20.4"
"Střední průmyslová škola strojnická. Olomouc. tř. 17. listopadu 49","Anglický jazyk","SOŠ technické 1","Didaktický test",32,0,"45.0","73.2","9.3"
"Střední průmyslová škola a Střední odborné učiliště Uničov","Anglický jazyk","SOŠ technické 1","Didaktický test",12,0,"54.5","70.4","8.2"
"Střední škola technická a obchodní. Olomouc. Kosinova 4","Anglický jazyk","SOŠ technické 1","Didaktický test",3,0,"66.7","43.5","4.2"
"Vyšší odborná škola a Střední průmyslová škola elektrotechnická. Olomouc. Božetěchova 3","Anglický jazyk","SOŠ technické 1","Didaktický test",20,0,"42.0","89.5","2.8"
"Střední průmyslová škola. Přerov. Havlíčkova 2","Anglický jazyk","SOŠ technické 1","Didaktický test",21,0,"48.1","55.0","11.4"
"Střední průmyslová škola stavební. Lipník nad Bečvou. Komenského sady 257","Anglický jazyk","SOŠ technické 1","Didaktický test",18,1,"52.6","64.0","12.9"
"Střední průmyslová škola Hranice","Anglický jazyk","SOŠ technické 1","Didaktický test",9,1,"31.3","60.0","17.8"
"Soukromá střední odborná škola Hranice. s.r.o.","Anglický jazyk","SOŠ technické 1","Didaktický test",5,0,"100.0","57.2","17.5"
"Střední průmyslová škola elektrotechnická. Mohelnice. Gen. Svobody 2","Anglický jazyk","SOŠ technické 1","Didaktický test",18,0,"41.9","60.4","14.5"
"Obchodní akademie. Mohelnice. Olomoucká 82","Anglický jazyk","SOŠ technické 1","Didaktický test",7,0,"60.0","74.6","5.4"
"Vyšší odborná škola a Střední průmyslová škola. Šumperk. Gen. Krátkého 1","Anglický jazyk","SOŠ technické 1","Didaktický test",67,0,"67.0","63.5","10.8"
"Vyšší odborná škola a Střední škola automobilní. Zábřeh. U Dráhy 6","Anglický jazyk","SOŠ technické 1","Didaktický test",5,0,"55.6","63.4","8.5"
"Střední odborná škola a Střední odborné učiliště strojírenské a stavební. Jeseník. Dukelská 1240","Anglický jazyk","SOŠ technické 1","Didaktický test",12,0,"46.4","68.5","5.4"
"Střední škola elektrotechnická. Lipník nad Bečvou. Tyršova 781","Anglický jazyk","SOŠ technické 1","Didaktický test",12,0,"100.0","62.7","12.1"
"Střední škola technická. Přerov. Kouřílkova 8","Anglický jazyk","SOŠ technické 1","Didaktický test",4,0,"60.0","56.5","5.8"
"Střední škola železniční. technická a služeb. Šumperk","Anglický jazyk","SOŠ technické 1","Didaktický test",6,0,"58.8","34.6","13.6"
"Střední odborná škola průmyslová a Střední odborné učiliště strojírenské. Prostějov. Lidická 4","Anglický jazyk","SOŠ technické 1","Didaktický test",25,0,"83.3","57.2","10.2"
"Střední škola stavební - HORSTAV","Anglický jazyk","SOŠ technické 1","Didaktický test",7,1,"44.4","61.6","24.6"
"Švehlova střední škola polytechnická Prostějov","Anglický jazyk","SOŠ technické 2","Didaktický test",16,1,"95.2","34.9","10.8"
"Střední škola logistiky a chemie. Olomouc. U Hradiska 29","Anglický jazyk","SOŠ technické 2","Didaktický test",39,3,"78.8","45.2","16.0"
"Střední škola polygrafická. Olomouc. Střední novosadská 87/53","Anglický jazyk","SOŠ technické 2","Didaktický test",5,2,"64.3","12.4","13.5"
"Střední průmyslová škola Hranice","Anglický jazyk","SOŠ technické 2","Didaktický test",19,2,"47.7","46.7","17.2"
"Konzervatoř Evangelické akademie","Anglický jazyk","SOŠ umělecké","Didaktický test",8,1,"100.0","54.4","14.6"
"Střední škola designu a módy. Prostějov","Anglický jazyk","SOŠ umělecké","Didaktický test",49,0,"100.0","59.1","14.2"
"ART ECON – Střední škola. s.r.o.","Anglický jazyk","SOŠ umělecké","Didaktický test",11,0,"100.0","33.8","16.3"
"Vyšší odborná škola a Střední průmyslová škola. Šumperk. Gen. Krátkého 1","Anglický jazyk","SOŠ umělecké","Didaktický test",27,1,"96.4","54.7","13.7"
"Střední škola obchodu. gastronomie a designu PRAKTIK s.r.o.","Anglický jazyk","SOŠ umělecké","Didaktický test",11,7,"100.0","9.0","13.5"
"Střední zdravotnická škola. Prostějov. Vápenice 3","Anglický jazyk","SOŠ zdravotnické","Didaktický test",21,2,"95.1","34.4","18.9"
"Střední zdravotnická škola a Vyšší odborná škola zdravotnická Emanuela Pöttinga a Jazyková škola s právem státní jazykové zkoušky Olomouc","Anglický jazyk","SOŠ zdravotnické","Didaktický test",80,6,"91.9","45.8","15.2"
"Střední zdravotnická škola. Hranice. Studentská 1095","Anglický jazyk","SOŠ zdravotnické","Didaktický test",35,9,"100.0","27.8","14.7"
"Střední zdravotnická škola. Šumperk. Kladská 2","Anglický jazyk","SOŠ zdravotnické","Didaktický test",47,4,"88.3","42.9","14.8"
"Střední škola zemědělská a zahradnická. Olomouc. U Hradiska 4","Anglický jazyk","SOŠ zemědělské","Didaktický test",10,3,"55.6","19.9","16.7"
"Střední lesnická škola. Hranice. Jurikova 588","Anglický jazyk","SOŠ zemědělské","Didaktický test",37,2,"60.0","41.6","13.9"
"Střední škola zemědělská. Přerov. Osmek 47","Anglický jazyk","SOŠ zemědělské","Didaktický test",15,1,"76.2","39.3","15.3"
"Střední odborná škola. Šumperk. Zemědělská 3","Anglický jazyk","SOŠ zemědělské","Didaktický test",15,1,"83.3","45.2","19.9"
"Střední odborná škola Prostějov","Anglický jazyk","SOU ostatní","Didaktický test",14,0,"88.2","51.0","12.3"
"Střední odborná škola obchodu a služeb. Olomouc. Štursova 14","Anglický jazyk","SOU ostatní","Didaktický test",6,2,"61.5","24.5","19.0"
"Střední škola polygrafická. Olomouc. Střední novosadská 87/53","Anglický jazyk","SOU ostatní","Didaktický test",40,3,"88.2","42.9","17.2"
"Střední škola řezbářská. Tovačov. Nádražní 146","Anglický jazyk","SOU ostatní","Didaktický test",16,1,"94.4","44.1","15.5"
"Střední škola gastronomie a farmářství Jeseník","Anglický jazyk","SOU ostatní","Didaktický test",8,0,"90.0","57.7","6.4"
"Střední škola obchodu. gastronomie a designu PRAKTIK s.r.o.","Anglický jazyk","SOU ostatní","Didaktický test",26,2,"84.1","46.3","16.1"
"Střední škola gastronomie a služeb. Přerov. Šířava 7","Anglický jazyk","SOU ostatní","Didaktický test",10,4,"83.3","11.2","9.3"
"Střední škola železniční. technická a služeb. Šumperk","Anglický jazyk","SOU ostatní","Didaktický test",1,0,"63.6","21.9",
"Švehlova střední škola polytechnická Prostějov","Anglický jazyk","SOU technické","Didaktický test",8,0,"75.0","78.0","4.2"
"Střední průmyslová škola a Střední odborné učiliště Uničov","Anglický jazyk","SOU technické","Didaktický test",3,0,"57.1","31.7","9.7"
"Střední škola polytechnická. Olomouc. Rooseveltova 79","Anglický jazyk","SOU technické","Didaktický test",15,2,"75.0","25.5","13.0"
"Střední škola technická a obchodní. Olomouc. Kosinova 4","Anglický jazyk","SOU technické","Didaktický test",15,0,"67.6","55.2","10.9"
"Sigmundova střední škola strojírenská. Lutín","Anglický jazyk","SOU technické","Didaktický test",11,0,"66.7","44.5","13.1"
"Střední průmyslová škola Hranice","Anglický jazyk","SOU technické","Didaktický test",10,0,"40.0","62.4","11.2"
"Vyšší odborná škola a Střední škola automobilní. Zábřeh. U Dráhy 6","Anglický jazyk","SOU technické","Didaktický test",4,2,"75.0","26.0","18.7"
"Střední škola technická. Přerov. Kouřílkova 8","Anglický jazyk","SOU technické","Didaktický test",5,2,"76.9","29.4","22.9"
"Střední škola technická a zemědělská Mohelnice","Anglický jazyk","SOU technické","Didaktický test",13,1,"85.0","44.4","18.0"
"Střední odborná škola průmyslová a Střední odborné učiliště strojírenské. Prostějov. Lidická 4","Anglický jazyk","SOU technické","Didaktický test",10,0,"100.0","69.4","7.5"
"Gymnázium Jiřího Wolkera. Prostějov. Kollárova 3","Anglický jazyk","Gymnázium 4 leté","Písemná práce",35,0,"67.9","60.5","13.8"
"Reálné gymnázium a základní škola města Prostějova. Studentská ul. 2","Anglický jazyk","Gymnázium 4 leté","Písemná práce",7,0,"35.0","77.4","4.2"
"Gymnázium. Olomouc - Hejčín. Tomkova 45","Anglický jazyk","Gymnázium 4 leté","Písemná práce",33,0,"38.5","78.6","6.7"
"Gymnázium. Olomouc. Čajkovského 9","Anglický jazyk","Gymnázium 4 leté","Písemná práce",37,0,"58.7","60.3","11.2"
"Slovanské gymnázium. Olomouc. tř. Jiřího z Poděbrad 13","Anglický jazyk","Gymnázium 4 leté","Písemná práce",9,0,"15.5","85.1","4.6"
"Gymnázium. Šternberk. Horní náměstí 5","Anglický jazyk","Gymnázium 4 leté","Písemná práce",23,0,"74.2","80.8","8.3"
"Gymnázium. Uničov. Gymnazijní 257","Anglický jazyk","Gymnázium 4 leté","Písemná práce",12,0,"52.2","68.6","5.5"
"Církevní gymnázium Německého řádu. spol. s r.o.","Anglický jazyk","Gymnázium 4 leté","Písemná práce",32,0,"79.1","59.5","9.0"
"Gymnázium Jana Opletala. Litovel. Opletalova 189","Anglický jazyk","Gymnázium 4 leté","Písemná práce",11,0,"57.9","72.1","7.5"
"Gymnázium. Hranice. Zborovská 293","Anglický jazyk","Gymnázium 4 leté","Písemná práce",16,0,"59.3","82.1","5.2"
"Gymnázium Jana Blahoslava a Střední pedagogická škola. Přerov. Denisova 3","Anglický jazyk","Gymnázium 4 leté","Písemná práce",13,0,"83.3","84.2","6.0"
"Gymnázium Jakuba Škody. Přerov. Komenského 29","Anglický jazyk","Gymnázium 4 leté","Písemná práce",43,0,"91.5","77.2","8.2"
"Gymnázium. Kojetín. Svatopluka Čecha 683","Anglický jazyk","Gymnázium 4 leté","Písemná práce",14,0,"60.9","59.2","8.0"
"Gymnázium. Zábřeh. náměstí Osvobození 20","Anglický jazyk","Gymnázium 4 leté","Písemná práce",13,0,"48.1","83.3","5.1"
"Gymnázium. Šumperk. Masarykovo náměstí 8","Anglický jazyk","Gymnázium 4 leté","Písemná práce",39,0,"57.4","69.8","9.2"
"Gymnázium. Jeseník. Komenského 281","Anglický jazyk","Gymnázium 4 leté","Písemná práce",19,0,"66.7","76.9","5.0"
"Reálné gymnázium a základní škola města Prostějova. Studentská ul. 2","Anglický jazyk","Gymnázium 6 leté","Písemná práce",15,0,"69.6","74.8","7.3"
"Gymnázium. Olomouc. Čajkovského 9","Anglický jazyk","Gymnázium 6 leté","Písemná práce",13,0,"56.5","80.6","4.5"
"Gymnázium. Hranice. Zborovská 293","Anglický jazyk","Gymnázium 6 leté","Písemná práce",14,0,"56.0","87.7","3.5"
"Základní škola a gymnázium města Konice","Anglický jazyk","Gymnázium 8 leté","Písemná práce",17,0,"77.3","73.3","9.1"
"Gymnázium Jiřího Wolkera. Prostějov. Kollárova 3","Anglický jazyk","Gymnázium 8 leté","Písemná práce",31,0,"55.2","68.2","9.7"
"Cyrilometodějské gymnázium a mateřská škola v Prostějově","Anglický jazyk","Gymnázium 8 leté","Písemná práce",12,0,"48.0","79.1","5.1"
"Gymnázium. Olomouc - Hejčín. Tomkova 45","Anglický jazyk","Gymnázium 8 leté","Písemná práce",9,0,"31.0","85.6","5.2"
"Gymnázium. Olomouc. Čajkovského 9","Anglický jazyk","Gymnázium 8 leté","Písemná práce",27,0,"87.1","80.4","7.4"
"Slovanské gymnázium. Olomouc. tř. Jiřího z Poděbrad 13","Anglický jazyk","Gymnázium 8 leté","Písemná práce",15,0,"25.0","90.5","5.8"
"Gymnázium. Šternberk. Horní náměstí 5","Anglický jazyk","Gymnázium 8 leté","Písemná práce",25,0,"83.3","77.2","6.9"
"Gymnázium. Uničov. Gymnazijní 257","Anglický jazyk","Gymnázium 8 leté","Písemná práce",11,0,"46.2","66.2","9.4"
"Gymnázium Jana Opletala. Litovel. Opletalova 189","Anglický jazyk","Gymnázium 8 leté","Písemná práce",11,0,"52.4","81.3","6.0"
"Gymnázium Jana Blahoslava a Střední pedagogická škola. Přerov. Denisova 3","Anglický jazyk","Gymnázium 8 leté","Písemná práce",14,0,"84.2","76.2","4.5"
"Gymnázium Jakuba Škody. Přerov. Komenského 29","Anglický jazyk","Gymnázium 8 leté","Písemná práce",44,0,"80.0","85.3","5.9"
"Gymnázium. Lipník nad Bečvou. Komenského sady 62. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Písemná práce",11,0,"75.0","87.1","2.1"
"Gymnázium. Kojetín. Svatopluka Čecha 683","Anglický jazyk","Gymnázium 8 leté","Písemná práce",17,0,"65.4","85.0","3.5"
"Gymnázium. Zábřeh. náměstí Osvobození 20","Anglický jazyk","Gymnázium 8 leté","Písemná práce",16,0,"68.0","85.0","5.3"
"Gymnázium. Šumperk. Masarykovo náměstí 8","Anglický jazyk","Gymnázium 8 leté","Písemná práce",15,0,"51.7","85.4","3.6"
"Gymnázium. Jeseník. Komenského 281","Anglický jazyk","Gymnázium 8 leté","Písemná práce",20,0,"60.6","88.7","4.6"
"Obchodní akademie. Olomouc. tř. Spojenců 11","Anglický jazyk","Lyceum","Písemná práce",28,0,"100.0","64.4","9.7"
"Obchodní akademie a Jazyková škola s právem státní jazykové zkoušky. Přerov. Bartošova 24","Anglický jazyk","Lyceum","Písemná práce",25,0,"86.2","63.6","11.9"
"Střední průmyslová škola. Přerov. Havlíčkova 2","Anglický jazyk","Lyceum","Písemná práce",3,0,"26.7","65.0","7.0"
"Gymnázium Jana Blahoslava a Střední pedagogická škola. Přerov. Denisova 3","Anglický jazyk","Lyceum","Písemná práce",48,0,"90.9","68.0","9.5"
"Obchodní akademie a Jazyková škola s právem státní jazykové zkoušky. Šumperk. Hlavní třída 31","Anglický jazyk","Lyceum","Písemná práce",25,0,"92.9","64.2","7.9"
"Švehlova střední škola polytechnická Prostějov","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",5,3,"100.0","12.9","18.4"
"Střední odborná škola podnikání a obchodu. spol. s r.o.","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",2,0,"36.4","71.1","7.9"
"Střední odborná škola Prostějov","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",7,2,"91.7","33.3","23.2"
"Střední škola automobilní Prostějov. s. r. o.","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",8,0,"66.7","38.2","17.0"
"Střední odborná škola lesnická a strojírenská Šternberk","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",8,3,"100.0","17.0","23.2"
"Střední odborná škola obchodu a služeb. Olomouc. Štursova 14","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",17,2,"66.7","30.0","21.0"
"Střední škola zemědělská a zahradnická. Olomouc. U Hradiska 4","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",20,7,"67.5","27.7","21.6"
"Střední škola technická a obchodní. Olomouc. Kosinova 4","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",5,1,"90.9","40.3","20.6"
"Střední odborná škola a Střední odborné učiliště služeb Velký Újezd. s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",11,3,"73.3","29.6","20.0"
"Střední škola zemědělská. Přerov. Osmek 47","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",3,0,"42.9","47.6","11.1"
"Střední škola sociální péče a služeb. Zábřeh. nám. 8. května 2","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",22,5,"53.7","28.5","24.1"
"Střední škola gastronomie a farmářství Jeseník","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",12,3,"83.3","30.2","19.4"
"Střední škola gastronomie a služeb. Přerov. Šířava 7","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",11,2,"73.7","29.2","19.0"
